時間帯,年齢,性別,来場者数
2020-02-19 14:00:00,60代,女性,1
2020-02-19 16:00:00,20代,女性,1
2020-02-20 09:00:00,20代,女性,1
2020-02-20 09:00:00,50代,女性,1
2020-02-20 10:00:00,10代,男性,1
2020-02-20 10:00:00,40代,男性,1
2020-02-20 10:00:00,70代以上,女性,1
2020-02-20 12:00:00,40代,女性,1
2020-02-20 12:00:00,60代,女性,1
2020-02-20 14:00:00,70代以上,女性,1
2020-02-20 14:00:00,70代以上,男性,1
2020-02-20 15:00:00,20代,女性,1
2020-02-21 09:00:00,70代以上,女性,1
2020-02-21 10:00:00,20代,女性,1
2020-02-21 10:00:00,50代,女性,1
2020-02-21 11:00:00,30代,女性,1
2020-02-21 11:00:00,50代,男性,1
2020-02-21 11:00:00,70代以上,男性,1
2020-02-21 13:00:00,20代,男性,2
2020-02-21 13:00:00,30代,男性,2
2020-02-22 09:00:00,20代,女性,1
2020-02-22 09:00:00,50代,男性,2
2020-02-22 10:00:00,30代,男性,1
2020-02-22 10:00:00,70代以上,女性,1
2020-02-22 13:00:00,30代,男性,1
2020-02-22 13:00:00,50代,女性,1
2020-02-22 13:00:00,70代以上,女性,1
2020-02-22 14:00:00,30代,男性,1
2020-02-23 09:00:00,20代,女性,1
2020-02-23 09:00:00,20代,男性,1
2020-02-23 09:00:00,30代,女性,1
2020-02-23 09:00:00,30代,男性,1
2020-02-23 09:00:00,50代,女性,2
2020-02-23 12:00:00,10代,女性,1
2020-02-23 12:00:00,30代,男性,1
2020-02-23 12:00:00,40代,女性,1
2020-02-23 12:00:00,50代,女性,1
2020-02-24 09:00:00,20代,男性,1
2020-02-24 09:00:00,40代,女性,1
2020-02-24 09:00:00,50代,女性,1
2020-02-24 09:00:00,50代,男性,2
2020-02-24 09:00:00,70代以上,男性,1
2020-02-24 12:00:00,60代,男性,1
2020-02-24 14:00:00,20代,女性,1
2020-02-24 14:00:00,50代,女性,1
2020-02-25 09:00:00,50代,男性,1
2020-02-25 09:00:00,60代,女性,1
2020-02-25 10:00:00,50代,女性,1
2020-02-25 11:00:00,20代,男性,1
2020-02-25 13:00:00,20代,男性,1
2020-02-25 13:00:00,40代,女性,1
2020-02-25 14:00:00,20代,女性,1
2020-02-25 14:00:00,40代,男性,1
2020-02-25 14:00:00,60代,女性,1
2020-02-26 10:00:00,40代,男性,1
2020-02-26 10:00:00,50代,男性,1
2020-02-26 11:00:00,20代,女性,2
2020-02-26 12:00:00,40代,女性,2
2020-02-26 13:00:00,60代,男性,1
2020-02-26 15:00:00,20代,女性,2
2020-02-27 09:00:00,20代,女性,1
2020-02-27 09:00:00,20代,男性,1
2020-02-27 09:00:00,50代,女性,1
2020-02-27 10:00:00,10代,女性,1
2020-02-27 12:00:00,20代,女性,3
2020-02-27 13:00:00,30代,女性,1
2020-02-27 14:00:00,60代,女性,1
2020-02-28 09:00:00,40代,女性,1
2020-02-28 09:00:00,70代以上,男性,1
2020-02-28 11:00:00,20代,女性,2
2020-02-28 11:00:00,20代,男性,1
2020-02-28 14:00:00,20代,女性,1
2020-02-28 15:00:00,20代,男性,2
2020-02-28 15:00:00,60代,男性,1
2020-02-29 10:00:00,20代,男性,1
2020-02-29 12:00:00,10代,女性,1
2020-02-29 12:00:00,20代,女性,1
2020-02-29 12:00:00,20代,男性,2
2020-02-29 12:00:00,40代,男性,1
2020-02-29 12:00:00,70代以上,女性,2
2020-02-29 13:00:00,50代,女性,1
2020-03-01 09:00:00,30代,男性,1
2020-03-01 10:00:00,30代,女性,1
2020-03-01 10:00:00,40代,男性,1
2020-03-01 10:00:00,60代,女性,1
2020-03-01 11:00:00,50代,女性,1
2020-03-01 13:00:00,20代,女性,1
2020-03-01 13:00:00,30代,男性,1
2020-03-01 13:00:00,40代,男性,2
2020-03-01 13:00:00,50代,女性,1
2020-03-02 09:00:00,50代,女性,1
2020-03-02 10:00:00,60代,男性,1
2020-03-02 11:00:00,40代,男性,1
2020-03-02 12:00:00,20代,女性,1
2020-03-02 13:00:00,60代,女性,1
2020-03-02 13:00:00,70代以上,女性,1
2020-03-02 13:00:00,70代以上,男性,1
2020-03-02 14:00:00,10代,男性,1
2020-03-02 14:00:00,20代,女性,1
2020-03-02 14:00:00,50代,女性,1
2020-03-02 14:00:00,70代以上,女性,1
2020-03-03 09:00:00,40代,男性,2
2020-03-03 10:00:00,40代,男性,1
2020-03-03 10:00:00,70代以上,女性,2
2020-03-03 12:00:00,50代,男性,1
2020-03-03 12:00:00,60代,女性,2
2020-03-03 12:00:00,60代,男性,2
2020-03-04 10:00:00,50代,女性,2
2020-03-04 11:00:00,20代,男性,1
2020-03-04 11:00:00,70代以上,男性,1
2020-03-04 12:00:00,20代,女性,1
2020-03-04 14:00:00,20代,男性,1
2020-03-04 14:00:00,30代,女性,1
2020-03-04 15:00:00,40代,女性,1
2020-03-05 09:00:00,20代,男性,1
2020-03-05 11:00:00,60代,女性,1
2020-03-05 12:00:00,30代,女性,1
2020-03-05 12:00:00,50代,女性,1
2020-03-05 14:00:00,20代,女性,1
2020-03-05 14:00:00,50代,女性,2
2020-03-05 15:00:00,20代,女性,1
2020-03-05 16:00:00,30代,男性,1
2020-03-06 09:00:00,20代,男性,1
2020-03-06 10:00:00,60代,男性,2
2020-03-06 11:00:00,20代,男性,1
2020-03-06 11:00:00,50代,女性,1
2020-03-06 12:00:00,30代,女性,1
2020-03-06 12:00:00,40代,女性,1
2020-03-06 13:00:00,60代,男性,1
2020-03-07 09:00:00,60代,男性,1
2020-03-07 09:00:00,70代以上,女性,1
2020-03-07 11:00:00,40代,女性,1
2020-03-07 11:00:00,50代,女性,1
2020-03-07 12:00:00,60代,女性,1
2020-03-07 12:00:00,70代以上,男性,1
2020-03-07 13:00:00,20代,男性,1
2020-03-07 13:00:00,40代,女性,1
2020-03-07 15:00:00,50代,女性,1
2020-03-08 09:00:00,30代,女性,1
2020-03-08 10:00:00,40代,女性,2
2020-03-08 11:00:00,30代,女性,1
2020-03-08 12:00:00,20代,女性,1
2020-03-08 12:00:00,30代,女性,1
2020-03-08 12:00:00,40代,女性,1
2020-03-08 12:00:00,40代,男性,1
2020-03-08 12:00:00,70代以上,女性,1
2020-03-08 12:00:00,70代以上,男性,1
2020-03-08 15:00:00,20代,男性,1
2020-03-08 15:00:00,70代以上,女性,1
2020-03-09 10:00:00,20代,男性,1
2020-03-09 10:00:00,30代,女性,1
2020-03-09 10:00:00,60代,女性,1
2020-03-09 10:00:00,70代以上,男性,1
2020-03-09 11:00:00,40代,女性,1
2020-03-09 11:00:00,60代,女性,1
2020-03-09 12:00:00,20代,女性,1
2020-03-09 12:00:00,30代,女性,1
2020-03-09 12:00:00,30代,男性,1
2020-03-09 12:00:00,60代,男性,1
2020-03-09 13:00:00,50代,女性,2
2020-03-10 09:00:00,20代,女性,1
2020-03-10 09:00:00,50代,女性,1
2020-03-10 11:00:00,20代,女性,1
2020-03-10 11:00:00,30代,男性,1
2020-03-10 11:00:00,50代,女性,1
2020-03-10 12:00:00,20代,女性,1
2020-03-10 12:00:00,40代,女性,1
2020-03-10 12:00:00,50代,女性,1
2020-03-10 13:00:00,20代,女性,1
2020-03-10 14:00:00,20代,男性,1
2020-03-10 14:00:00,50代,男性,1
2020-03-11 09:00:00,70代以上,女性,1
2020-03-11 10:00:00,30代,女性,1
2020-03-11 10:00:00,70代以上,女性,1
2020-03-11 11:00:00,20代,女性,1
2020-03-11 11:00:00,50代,男性,1
2020-03-11 11:00:00,60代,男性,1
2020-03-11 13:00:00,30代,女性,1
2020-03-11 13:00:00,30代,男性,1
2020-03-11 14:00:00,20代,女性,1
2020-03-11 14:00:00,60代,女性,1
2020-03-11 14:00:00,60代,男性,1
2020-03-12 09:00:00,20代,女性,1
2020-03-12 09:00:00,40代,女性,1
2020-03-12 09:00:00,70代以上,女性,1
2020-03-12 10:00:00,20代,男性,1
2020-03-12 11:00:00,50代,女性,1
2020-03-12 11:00:00,60代,男性,1
2020-03-12 11:00:00,70代以上,女性,1
2020-03-12 12:00:00,20代,女性,1
2020-03-12 12:00:00,70代以上,男性,1
2020-03-12 13:00:00,50代,女性,2
2020-03-12 13:00:00,70代以上,女性,1
2020-03-13 10:00:00,70代以上,男性,2
2020-03-13 11:00:00,50代,男性,1
2020-03-13 11:00:00,70代以上,女性,1
2020-03-13 11:00:00,70代以上,男性,1
2020-03-13 13:00:00,60代,男性,1
2020-03-13 14:00:00,40代,女性,1
2020-03-13 14:00:00,50代,女性,1
2020-03-13 14:00:00,60代,男性,1
2020-03-14 09:00:00,50代,女性,1
2020-03-14 10:00:00,20代,女性,1
2020-03-14 10:00:00,20代,男性,1
2020-03-14 10:00:00,50代,女性,1
2020-03-14 11:00:00,20代,女性,1
2020-03-14 11:00:00,20代,男性,1
2020-03-14 12:00:00,20代,女性,1
2020-03-14 13:00:00,40代,女性,1
2020-03-14 13:00:00,50代,女性,1
2020-03-15 09:00:00,20代,女性,1
2020-03-15 09:00:00,40代,女性,1
2020-03-15 09:00:00,50代,女性,2
2020-03-15 09:00:00,50代,男性,1
2020-03-15 12:00:00,30代,女性,1
2020-03-15 12:00:00,40代,女性,2
2020-03-15 12:00:00,50代,女性,1
2020-03-15 13:00:00,20代,男性,1
2020-03-16 09:00:00,20代,女性,1
2020-03-16 10:00:00,20代,女性,1
2020-03-16 11:00:00,30代,女性,1
2020-03-16 11:00:00,40代,女性,1
2020-03-16 12:00:00,40代,男性,1
2020-03-16 13:00:00,20代,女性,1
2020-03-16 15:00:00,20代,女性,3
2020-03-16 15:00:00,30代,女性,1
2020-03-16 15:00:00,30代,男性,1
2020-03-16 15:00:00,40代,女性,1
2020-03-17 10:00:00,20代,女性,1
2020-03-17 10:00:00,20代,男性,1
2020-03-17 10:00:00,30代,女性,1
2020-03-17 11:00:00,40代,女性,1
2020-03-17 11:00:00,50代,男性,1
2020-03-17 12:00:00,10代,女性,1
2020-03-17 12:00:00,20代,女性,1
2020-03-17 12:00:00,20代,男性,1
2020-03-17 12:00:00,60代,男性,1
2020-03-18 10:00:00,20代,男性,1
2020-03-18 10:00:00,40代,女性,2
2020-03-18 10:00:00,50代,女性,1
2020-03-18 10:00:00,60代,女性,1
2020-03-18 12:00:00,70代以上,男性,1
2020-03-18 13:00:00,10代,女性,1
2020-03-18 13:00:00,50代,女性,1
2020-03-18 14:00:00,40代,女性,2
2020-03-18 14:00:00,60代,女性,1
2020-03-19 09:00:00,70代以上,男性,1
2020-03-19 10:00:00,20代,男性,1
2020-03-19 10:00:00,30代,女性,1
2020-03-19 10:00:00,30代,男性,1
2020-03-19 10:00:00,60代,女性,1
2020-03-19 11:00:00,20代,女性,1
2020-03-19 12:00:00,30代,女性,1
2020-03-19 12:00:00,40代,男性,1
2020-03-19 13:00:00,20代,男性,1
2020-03-19 13:00:00,30代,女性,2
2020-03-20 09:00:00,20代,女性,1
2020-03-20 09:00:00,40代,女性,1
2020-03-20 09:00:00,60代,男性,1
2020-03-20 10:00:00,20代,女性,1
2020-03-20 10:00:00,30代,女性,1
2020-03-20 11:00:00,10代,女性,1
2020-03-20 11:00:00,20代,男性,1
2020-03-20 12:00:00,30代,男性,2
2020-03-20 12:00:00,40代,女性,1
2020-03-20 12:00:00,60代,女性,1
2020-03-21 09:00:00,20代,男性,1
2020-03-21 09:00:00,40代,男性,1
2020-03-21 09:00:00,50代,女性,1
2020-03-21 09:00:00,60代,男性,2
2020-03-21 12:00:00,50代,男性,1
2020-03-21 13:00:00,10代,男性,1
2020-03-21 13:00:00,30代,男性,1
2020-03-21 13:00:00,50代,女性,1
2020-03-21 13:00:00,50代,男性,1
2020-03-22 09:00:00,30代,男性,1
2020-03-22 09:00:00,40代,男性,1
2020-03-22 09:00:00,50代,女性,1
2020-03-22 11:00:00,20代,女性,1
2020-03-22 11:00:00,40代,男性,1
2020-03-22 11:00:00,50代,女性,1
2020-03-22 12:00:00,40代,女性,1
2020-03-22 12:00:00,40代,男性,1
2020-03-22 12:00:00,60代,男性,1
2020-03-22 13:00:00,50代,女性,1
2020-03-23 09:00:00,20代,女性,1
2020-03-23 09:00:00,30代,男性,1
2020-03-23 09:00:00,40代,女性,1
2020-03-23 10:00:00,20代,男性,1
2020-03-23 10:00:00,30代,男性,1
2020-03-23 10:00:00,50代,女性,1
2020-03-23 10:00:00,60代,女性,1
2020-03-23 12:00:00,20代,男性,1
2020-03-23 13:00:00,60代,男性,1
2020-03-23 14:00:00,20代,男性,2
2020-03-24 09:00:00,20代,女性,1
2020-03-24 09:00:00,70代以上,女性,1
2020-03-24 10:00:00,20代,女性,1
2020-03-24 11:00:00,30代,男性,1
2020-03-24 13:00:00,30代,女性,2
2020-03-24 13:00:00,50代,女性,1
2020-03-25 10:00:00,20代,女性,1
2020-03-25 10:00:00,30代,男性,1
2020-03-25 11:00:00,40代,女性,1
2020-03-25 12:00:00,10代,男性,1
2020-03-25 14:00:00,20代,女性,1
2020-03-25 14:00:00,30代,女性,1
2020-03-25 14:00:00,50代,女性,1
2020-03-25 15:00:00,70代以上,女性,1
2020-03-26 09:00:00,60代,女性,1
2020-03-26 10:00:00,30代,男性,1
2020-03-26 11:00:00,30代,男性,1
2020-03-26 11:00:00,60代,男性,1
2020-03-26 12:00:00,20代,女性,3
2020-03-26 12:00:00,50代,女性,1
2020-03-26 12:00:00,60代,女性,1
2020-03-26 12:00:00,60代,男性,1
2020-03-26 13:00:00,60代,女性,1
2020-03-26 14:00:00,70代以上,女性,1
2020-03-27 09:00:00,30代,女性,1
2020-03-27 09:00:00,40代,女性,1
2020-03-27 10:00:00,20代,男性,1
2020-03-27 10:00:00,40代,男性,1
2020-03-27 10:00:00,70代以上,女性,1
2020-03-27 12:00:00,40代,女性,1
2020-03-27 13:00:00,30代,女性,1
2020-03-27 13:00:00,50代,男性,1
2020-03-27 14:00:00,60代,女性,1
2020-03-27 15:00:00,30代,女性,1
2020-03-28 09:00:00,50代,女性,1
2020-03-28 10:00:00,50代,女性,1
2020-03-28 10:00:00,60代,女性,1
2020-03-28 10:00:00,60代,男性,1
2020-03-28 10:00:00,70代以上,男性,1
2020-03-28 12:00:00,20代,女性,1
2020-03-28 12:00:00,30代,女性,1
2020-03-28 12:00:00,40代,男性,1
2020-03-28 13:00:00,50代,女性,1
2020-03-28 14:00:00,30代,男性,1
2020-03-29 09:00:00,30代,女性,2
2020-03-29 09:00:00,50代,女性,1
2020-03-29 10:00:00,30代,男性,1
2020-03-29 10:00:00,40代,男性,1
2020-03-29 10:00:00,50代,女性,1
2020-03-29 10:00:00,70代以上,男性,1
2020-03-29 11:00:00,20代,男性,1
2020-03-29 11:00:00,50代,女性,1
2020-03-29 11:00:00,70代以上,女性,1
2020-03-29 12:00:00,20代,女性,1
2020-03-29 12:00:00,70代以上,男性,1
2020-03-30 09:00:00,30代,男性,1
2020-03-30 10:00:00,30代,女性,2
2020-03-30 10:00:00,40代,女性,1
2020-03-30 11:00:00,20代,男性,1
2020-03-30 12:00:00,70代以上,男性,1
2020-03-30 13:00:00,20代,女性,1
2020-03-30 13:00:00,60代,男性,1
2020-03-30 14:00:00,20代,女性,1
2020-03-30 15:00:00,60代,男性,1
2020-03-31 09:00:00,50代,男性,1
2020-03-31 10:00:00,40代,男性,1
2020-03-31 10:00:00,50代,女性,1
2020-03-31 10:00:00,60代,女性,1
2020-03-31 10:00:00,60代,男性,1
2020-03-31 11:00:00,20代,女性,1
2020-03-31 11:00:00,50代,女性,1
2020-03-31 12:00:00,50代,男性,1
2020-03-31 12:00:00,60代,女性,1
2020-03-31 12:00:00,70代以上,女性,1
2020-04-01 09:00:00,50代,女性,1
2020-04-01 10:00:00,60代,女性,1
2020-04-01 11:00:00,40代,女性,1
2020-04-01 11:00:00,60代,女性,1
2020-04-01 15:00:00,50代,女性,1
2020-04-01 16:00:00,30代,女性,1
2020-04-01 16:00:00,50代,女性,1
2020-04-02 09:00:00,30代,男性,2
2020-04-02 09:00:00,60代,女性,1
2020-04-02 09:00:00,70代以上,女性,1
2020-04-02 10:00:00,70代以上,男性,1
2020-04-02 12:00:00,30代,女性,2
2020-04-02 12:00:00,60代,女性,1
2020-04-02 13:00:00,60代,女性,1
2020-04-02 15:00:00,40代,女性,1
2020-04-02 16:00:00,70代以上,女性,1
2020-04-03 09:00:00,20代,女性,1
2020-04-03 09:00:00,40代,男性,1
2020-04-03 11:00:00,20代,女性,1
2020-04-03 11:00:00,20代,男性,1
2020-04-03 11:00:00,60代,男性,1
2020-04-03 12:00:00,30代,女性,1
2020-04-03 12:00:00,60代,男性,1
2020-04-03 12:00:00,70代以上,女性,1
2020-04-03 13:00:00,40代,女性,1
2020-04-03 13:00:00,60代,男性,1
2020-04-04 10:00:00,30代,男性,1
2020-04-04 10:00:00,40代,男性,1
2020-04-04 10:00:00,60代,女性,1
2020-04-04 10:00:00,70代以上,女性,1
2020-04-04 10:00:00,70代以上,男性,1
2020-04-04 12:00:00,40代,女性,1
2020-04-04 13:00:00,30代,女性,1
2020-04-04 13:00:00,50代,女性,2
2020-04-04 13:00:00,70代以上,女性,1
2020-04-04 13:00:00,70代以上,男性,1
2020-04-05 09:00:00,40代,男性,2
2020-04-05 10:00:00,40代,女性,1
2020-04-05 10:00:00,40代,男性,1
2020-04-05 10:00:00,70代以上,女性,1
2020-04-05 10:00:00,70代以上,男性,1
2020-04-05 11:00:00,40代,女性,1
2020-04-05 12:00:00,20代,女性,1
2020-04-05 12:00:00,30代,女性,1
2020-04-05 12:00:00,60代,男性,1
2020-04-06 10:00:00,40代,女性,1
2020-04-06 11:00:00,60代,女性,1
