取引日時,商品カテゴリ,商品ID,商品名,商品単価,原価,数量
2021/04/03 16:34:58,カフェ,8000397,スパークリングロゼワイン　0円,0,,2
2021/04/03 16:34:58,カフェ,8000361,どら焼き  0円,0,,2
2021/04/03 16:34:58,カフェ,8000333,ピスタチオ 0円,0,,1
2021/04/03 16:34:58,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/03 16:34:58,カフェ,8000325,抹茶 0円,0,,2
2021/04/03 16:35:36,カフェ,8000361,どら焼き  0円,0,,1
2021/04/03 16:35:36,カフェ,8000331,干菓子2種 0円,0,,1
2021/04/03 16:35:36,カフェ,8000396,国産白桃ジュース　0円,0,,1
2021/04/03 16:35:36,カフェ,8000325,抹茶 0円,0,,1
2021/04/03 16:36:03,カフェ,8000397,スパークリングロゼワイン　0円,0,,2
2021/04/03 16:36:03,カフェ,8000361,どら焼き  0円,0,,2
2021/04/03 16:36:03,カフェ,8000333,ピスタチオ 0円,0,,1
2021/04/03 16:36:22,カフェ,8000327,クラフトビール 0円,0,,1
2021/04/03 16:36:22,カフェ,8000333,ピスタチオ 0円,0,,1
2021/04/03 16:36:44,カフェ,8000362,ロシアケーキ  0円,0,,2
2021/04/03 16:36:44,カフェ,8000396,国産白桃ジュース　0円,0,,2
2021/04/03 16:55:42,カフェ,8000324,喫茶 800円,800,,2
2021/04/03 16:55:42,入場料,8000181,入場料600円,600,,2
2021/04/03 16:55:42,イベント,8000319,予約制入場手数料,200,,2
2021/04/03 17:12:56,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/03 17:12:56,カフェ,8000325,抹茶 0円,0,,2
2021/04/03 17:12:56,カフェ,8000332,抹茶最中アイス 0円,0,,1
2021/04/03 18:07:04,入場料,8000186,施設母屋二階午前,3200,,1
2021/04/03 18:07:04,入場料,8000191,茶室終日,5400,,1
2021/04/03 18:08:53,物販,8000020,オリジナル手ぬぐい,600,340,4
2021/04/03 18:08:53,カフェ,8000324,喫茶 800円,800,,58
2021/04/03 18:08:53,入場料,8000183,入場料100円,100,,3
2021/04/03 18:08:53,入場料,8000181,入場料600円,600,,74
2021/04/03 18:08:53,イベント,8000319,予約制入場手数料,200,,58
2021/04/03 18:41:19,茶道,8000300,茶の湯サロン月謝,5000,,1
2021/04/03 18:41:19,茶道,8000306,年会費（前期）,5000,,1
2021/04/03 18:48:53,カフェ,8000324,喫茶 800円,800,,6
2021/04/03 18:48:53,入場料,8000181,入場料600円,600,,6
2021/04/03 18:48:53,イベント,8000319,予約制入場手数料,200,,6
2021/04/03 18:49:56,イベント,8000359,週末庭園巡り,2700,,3
2021/04/03 18:49:56,入場料,8000181,入場料600円,600,,3
2021/04/03 19:09:26,カフェ,8000324,喫茶 800円,800,,10
2021/04/03 19:09:26,イベント,8000319,予約制入場手数料,200,,10
2021/04/03 19:17:54,カフェ,8000355,限定茶菓子セット（抹茶・主菓子）,0,,1
2021/04/04 9:13:24,カフェ,8000324,喫茶 800円,800,,2
2021/04/04 9:13:24,入場料,8000181,入場料600円,600,,3
2021/04/04 9:13:24,イベント,8000319,予約制入場手数料,200,,2
2021/04/04 9:33:40,入場料,8000181,入場料600円,600,,1
2021/04/04 9:39:00,カフェ,8000361,どら焼き  0円,0,,1
2021/04/04 9:39:00,カフェ,8000335,ホットコーヒー 0円,0,,1
2021/04/04 9:39:00,カフェ,8000331,干菓子2種 0円,0,,1
2021/04/04 9:39:00,カフェ,8000325,抹茶 0円,0,,1
2021/04/04 9:40:24,カフェ,8000330,オーガニックジンジャーエール 0円,0,,1
2021/04/04 9:40:24,カフェ,8000332,抹茶最中アイス 0円,0,,1
2021/04/04 9:42:16,カフェ,8000327,クラフトビール 0円,0,,1
2021/04/04 9:42:16,カフェ,8000333,ピスタチオ 0円,0,,1
2021/04/04 10:00:47,カフェ,8000397,スパークリングロゼワイン　0円,0,,1
2021/04/04 10:00:47,カフェ,8000361,どら焼き  0円,0,,2
2021/04/04 10:00:47,カフェ,8000362,ロシアケーキ  0円,0,,2
2021/04/04 10:00:47,カフェ,8000325,抹茶 0円,0,,3
2021/04/04 10:00:59,カフェ,8000361,どら焼き  0円,0,,2
2021/04/04 10:00:59,カフェ,8000335,ホットコーヒー 0円,0,,1
2021/04/04 10:00:59,カフェ,8000325,抹茶 0円,0,,1
2021/04/04 10:14:40,カフェ,8000361,どら焼き  0円,0,,2
2021/04/04 10:14:40,カフェ,8000325,抹茶 0円,0,,2
2021/04/04 10:19:48,カフェ,8000361,どら焼き  0円,0,,1
2021/04/04 10:19:48,カフェ,8000335,ホットコーヒー 0円,0,,1
2021/04/04 10:19:48,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/04 10:19:48,カフェ,8000325,抹茶 0円,0,,1
2021/04/04 10:22:04,カフェ,8000324,喫茶 800円,800,,1
2021/04/04 10:22:04,入場料,8000181,入場料600円,600,,1
2021/04/04 10:22:04,イベント,8000319,予約制入場手数料,200,,1
2021/04/04 10:34:38,物販,8000087,A4　クリアファイル,300,67.34,1
2021/04/04 10:56:41,カフェ,8000324,喫茶 800円,800,,2
2021/04/04 10:56:41,入場料,8000181,入場料600円,600,,5
2021/04/04 10:56:41,イベント,8000319,予約制入場手数料,200,,2
2021/04/04 10:57:33,カフェ,8000325,抹茶 0円,0,,1
2021/04/04 10:57:33,カフェ,8000332,抹茶最中アイス 0円,0,,1
2021/04/04 11:37:11,カフェ,8000361,どら焼き  0円,0,,2
2021/04/04 11:37:11,カフェ,8000335,ホットコーヒー 0円,0,,2
2021/04/04 11:51:27,カフェ,8000324,喫茶 800円,800,,1
2021/04/04 11:51:27,イベント,8000319,予約制入場手数料,200,,1
2021/04/04 11:53:16,入場料,8000181,入場料600円,600,,2
2021/04/04 11:55:38,カフェ,8000324,喫茶 800円,800,,2
2021/04/04 11:55:38,入場料,8000181,入場料600円,600,,2
2021/04/04 11:55:38,イベント,8000319,予約制入場手数料,200,,2
2021/04/04 11:59:23,カフェ,8000361,どら焼き  0円,0,,1
2021/04/04 11:59:23,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/04 11:59:23,カフェ,8000396,国産白桃ジュース　0円,0,,1
2021/04/04 11:59:23,カフェ,8000325,抹茶 0円,0,,1
2021/04/04 11:59:36,茶道,8000300,茶の湯サロン月謝,5000,,1
2021/04/04 11:59:36,茶道,8000308,入会金,10000,,1
2021/04/04 11:59:36,茶道,8000306,年会費（前期）,5000,,1
2021/04/04 12:08:02,入場料,8000181,入場料600円,600,,2
2021/04/04 12:15:35,入場料,8000192,減免　市内小中学生,0,,2
2021/04/04 12:15:35,入場料,8000187,施設母屋二階午後,3800,,1
2021/04/04 12:15:35,入場料,8000181,入場料600円,600,,7
2021/04/04 12:18:02,入場料,8000181,入場料600円,600,,1
2021/04/04 12:18:10,入場料,8000181,入場料600円,600,,3
2021/04/04 12:19:39,カフェ,8000324,喫茶 800円,800,,2
2021/04/04 12:19:39,入場料,8000181,入場料600円,600,,2
2021/04/04 12:19:39,イベント,8000319,予約制入場手数料,200,,2
2021/04/04 12:22:23,カフェ,8000325,抹茶 0円,0,,2
2021/04/04 12:22:23,カフェ,8000332,抹茶最中アイス 0円,0,,2
2021/04/04 12:22:30,カフェ,8000361,どら焼き  0円,0,,1
2021/04/04 12:22:30,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/04 12:22:30,カフェ,8000325,抹茶 0円,0,,2
2021/04/04 12:22:35,カフェ,8000325,抹茶 0円,0,,1
2021/04/04 12:22:35,カフェ,8000332,抹茶最中アイス 0円,0,,1
2021/04/04 12:54:32,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/04 12:54:32,カフェ,8000325,抹茶 0円,0,,1
2021/04/04 13:05:23,入場料,8000181,入場料600円,600,,1
2021/04/04 13:07:53,カフェ,8000324,喫茶 800円,800,,2
2021/04/04 13:07:53,入場料,8000181,入場料600円,600,,2
2021/04/04 13:07:53,イベント,8000319,予約制入場手数料,200,,2
2021/04/04 13:09:04,入場料,8000181,入場料600円,600,,2
2021/04/04 13:17:07,入場料,8000181,入場料600円,600,,2
2021/04/04 13:21:59,カフェ,8000324,喫茶 800円,800,,2
2021/04/04 13:21:59,入場料,8000181,入場料600円,600,,2
2021/04/04 13:21:59,イベント,8000319,予約制入場手数料,200,,2
2021/04/04 13:27:45,入場料,8000181,入場料600円,600,,2
2021/04/04 13:50:09,カフェ,8000361,どら焼き  0円,0,,1
2021/04/04 13:50:09,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/04 13:50:09,カフェ,8000325,抹茶 0円,0,,2
2021/04/04 14:14:36,入場料,8000181,入場料600円,600,,2
2021/04/04 14:18:01,カフェ,8000361,どら焼き  0円,0,,1
2021/04/04 14:18:01,カフェ,8000331,干菓子2種 0円,0,,1
2021/04/04 14:18:01,カフェ,8000325,抹茶 0円,0,,2
2021/04/04 14:22:37,カフェ,8000361,どら焼き  0円,0,,1
2021/04/04 14:22:37,カフェ,8000335,ホットコーヒー 0円,0,,2
2021/04/04 14:22:37,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/04 14:24:37,カフェ,8000327,クラフトビール 0円,0,,1
2021/04/04 14:24:37,カフェ,8000361,どら焼き  0円,0,,1
2021/04/04 14:24:37,カフェ,8000325,抹茶 0円,0,,1
2021/04/04 14:24:37,カフェ,8000332,抹茶最中アイス 0円,0,,1
2021/04/04 14:32:15,物販,8000092,Aポストカードセット(型絵染4枚),600,111.2,1
2021/04/04 14:48:07,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/04 14:48:07,カフェ,8000325,抹茶 0円,0,,2
2021/04/04 14:48:07,カフェ,8000332,抹茶最中アイス 0円,0,,1
2021/04/04 14:54:04,イベント,8000359,週末庭園巡り,2700,0,2
2021/04/04 14:54:14,イベント,8000359,週末庭園巡り,2700,0,3
2021/04/04 14:54:25,イベント,8000359,週末庭園巡り,2700,0,4
2021/04/04 14:58:59,カフェ,8000325,抹茶 0円,0,,2
2021/04/04 14:58:59,カフェ,8000332,抹茶最中アイス 0円,0,,2
2021/04/04 15:14:16,カフェ,8000361,どら焼き  0円,0,,1
2021/04/04 15:14:16,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/04 15:14:16,カフェ,8000325,抹茶 0円,0,,2
2021/04/04 15:16:28,カフェ,8000361,どら焼き  0円,0,,1
2021/04/04 15:16:28,カフェ,8000335,ホットコーヒー 0円,0,,1
2021/04/04 15:22:44,カフェ,8000335,ホットコーヒー 0円,0,,1
2021/04/04 15:22:44,カフェ,8000331,干菓子2種 0円,0,,2
2021/04/04 15:22:44,カフェ,8000325,抹茶 0円,0,,1
2021/04/04 15:27:46,カフェ,8000332,抹茶最中アイス 0円,0,,3
2021/04/04 15:27:46,カフェ,8000326,冷抹茶  0円,0,,3
2021/04/04 15:28:33,入場料,8000181,入場料600円,600,,3
2021/04/04 15:28:51,イベント,8000359,週末庭園巡り,2700,0,3
2021/04/04 15:31:25,カフェ,8000327,クラフトビール 0円,0,,2
2021/04/04 15:31:25,カフェ,8000361,どら焼き  0円,0,,2
2021/04/04 15:31:25,カフェ,8000362,ロシアケーキ  0円,0,,2
2021/04/04 15:31:25,カフェ,8000324,喫茶 800円,800,,4
2021/04/04 15:31:25,カフェ,8000325,抹茶 0円,0,,2
2021/04/04 15:31:25,イベント,8000319,予約制入場手数料,200,,4
2021/04/04 15:39:16,入場料,8000181,入場料600円,600,,1
2021/04/04 16:23:43,カフェ,8000331,干菓子2種 0円,0,,2
2021/04/04 16:23:43,カフェ,8000325,抹茶 0円,0,,2
2021/04/04 16:51:12,カフェ,8000336,アイスコーヒー 0円,0,,1
2021/04/04 16:51:12,カフェ,8000361,どら焼き  0円,0,,1
2021/04/04 16:51:12,カフェ,8000325,抹茶 0円,0,,1
2021/04/04 16:51:12,カフェ,8000332,抹茶最中アイス 0円,0,,1
2021/04/04 16:57:28,カフェ,8000331,干菓子2種 0円,0,,1
2021/04/04 16:57:28,カフェ,8000324,喫茶 800円,800,,1
2021/04/04 16:57:28,カフェ,8000325,抹茶 0円,0,,1
2021/04/04 16:57:28,イベント,8000319,予約制入場手数料,200,,1
2021/04/04 16:59:33,入場料,8000184,減免0円　敬老,0,,1
2021/04/04 18:01:08,カフェ,8000324,喫茶 800円,800,,30
2021/04/04 18:01:08,入場料,8000183,入場料100円,100,,1
2021/04/04 18:01:08,入場料,8000181,入場料600円,600,,47
2021/04/04 18:01:08,イベント,8000319,予約制入場手数料,200,,30
2021/04/04 18:30:20,物販,8000092,Aポストカードセット(型絵染4枚),600,111.2,1
2021/04/04 18:50:37,カフェ,8000324,喫茶 800円,800,,5
2021/04/04 18:50:37,イベント,8000319,予約制入場手数料,200,,5
2021/04/05 9:30:06,入場料,8000181,入場料600円,600,,3
2021/04/05 9:41:34,入場料,8000181,入場料600円,600,,1
2021/04/05 9:43:48,カフェ,8000361,どら焼き  0円,0,,1
2021/04/05 9:43:48,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/05 9:43:48,カフェ,8000325,抹茶 0円,0,,2
2021/04/05 10:07:39,カフェ,8000324,喫茶 800円,800,,2
2021/04/05 10:07:39,入場料,8000181,入場料600円,600,,2
2021/04/05 10:07:39,イベント,8000319,予約制入場手数料,200,,2
2021/04/05 10:11:10,カフェ,8000361,どら焼き  0円,0,,1
2021/04/05 10:11:10,カフェ,8000325,抹茶 0円,0,,1
2021/04/05 10:13:46,カフェ,8000361,どら焼き  0円,0,,2
2021/04/05 10:13:46,カフェ,8000325,抹茶 0円,0,,2
2021/04/05 10:53:03,入場料,8000193,減免　その他特例,0,,2
2021/04/05 10:53:27,カフェ,8000324,喫茶 800円,800,,3
2021/04/05 10:53:27,入場料,8000181,入場料600円,600,,3
2021/04/05 10:53:27,イベント,8000319,予約制入場手数料,200,,3
2021/04/05 11:01:07,入場料,8000181,入場料600円,600,,1
2021/04/05 11:01:33,カフェ,8000324,喫茶 800円,800,,1
2021/04/05 11:01:33,入場料,8000181,入場料600円,600,,1
2021/04/05 11:01:33,イベント,8000319,予約制入場手数料,200,,1
2021/04/05 11:19:33,カフェ,8000324,喫茶 800円,800,,4
2021/04/05 11:19:33,入場料,8000181,入場料600円,600,,4
2021/04/05 11:19:33,イベント,8000319,予約制入場手数料,200,,4
2021/04/05 11:33:15,カフェ,8000361,どら焼き  0円,0,,2
2021/04/05 11:33:15,カフェ,8000325,抹茶 0円,0,,2
2021/04/05 11:35:07,入場料,8000184,減免0円　敬老,0,,1
2021/04/05 11:35:07,入場料,8000181,入場料600円,600,,2
2021/04/05 11:42:41,カフェ,8000327,クラフトビール 0円,0,,1
2021/04/05 11:42:41,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/05 11:42:45,入場料,8000184,減免0円　敬老,0,,1
2021/04/05 11:42:45,入場料,8000181,入場料600円,600,,2
2021/04/05 11:44:15,カフェ,8000361,どら焼き  0円,0,,3
2021/04/05 11:44:15,カフェ,8000325,抹茶 0円,0,,3
2021/04/05 11:46:15,入場料,8000181,入場料600円,600,,2
2021/04/05 12:21:33,カフェ,8000327,クラフトビール 0円,0,,2
2021/04/05 12:21:33,カフェ,8000361,どら焼き  0円,0,,1
2021/04/05 12:21:33,カフェ,8000362,ロシアケーキ  0円,0,,3
2021/04/05 12:21:33,カフェ,8000325,抹茶 0円,0,,2
2021/04/05 12:28:10,入場料,8000181,入場料600円,600,,1
2021/04/05 12:35:08,入場料,8000181,入場料600円,600,,2
2021/04/05 13:37:17,カフェ,8000324,喫茶 800円,800,,1
2021/04/05 13:37:17,入場料,8000181,入場料600円,600,,1
2021/04/05 13:37:17,イベント,8000319,予約制入場手数料,200,,1
2021/04/05 13:49:37,入場料,8000181,入場料600円,600,,1
2021/04/05 13:58:28,入場料,8000181,入場料600円,600,,2
2021/04/05 14:32:37,カフェ,8000324,喫茶 800円,800,,2
2021/04/05 14:32:37,入場料,8000181,入場料600円,600,,2
2021/04/05 14:32:37,イベント,8000319,予約制入場手数料,200,,2
2021/04/05 14:39:20,カフェ,8000361,どら焼き  0円,0,,1
2021/04/05 14:39:20,カフェ,8000325,抹茶 0円,0,,2
2021/04/05 14:39:20,カフェ,8000332,抹茶最中アイス 0円,0,,1
2021/04/05 15:15:26,カフェ,8000397,スパークリングロゼワイン　0円,0,,1
2021/04/05 15:15:26,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/05 15:15:26,カフェ,8000331,干菓子2種 0円,0,,1
2021/04/05 15:15:26,カフェ,8000325,抹茶 0円,0,,1
2021/04/05 15:37:08,カフェ,8000361,どら焼き  0円,0,,2
2021/04/05 15:37:08,カフェ,8000335,ホットコーヒー 0円,0,,2
2021/04/05 15:51:21,カフェ,8000327,クラフトビール 0円,0,,2
2021/04/05 15:51:21,カフェ,8000361,どら焼き  0円,0,,1
2021/04/05 15:51:21,カフェ,8000332,抹茶最中アイス 0円,0,,1
2021/04/05 16:45:25,入場料,8000181,入場料600円,600,,1
2021/04/05 17:27:01,カフェ,8000324,喫茶 800円,800,,13
2021/04/05 17:27:01,入場料,8000181,入場料600円,600,,28
2021/04/05 17:27:01,イベント,8000319,予約制入場手数料,200,,13
2021/04/05 17:27:22,入場料,8000187,施設母屋二階午後,3800,,1
2021/04/05 17:27:22,入場料,8000190,茶室午後,3800,,1
2021/04/05 17:37:55,カフェ,8000361,どら焼き  0円,0,,1
2021/04/05 17:37:55,カフェ,8000325,抹茶 0円,0,,1
2021/04/05 17:41:06,カフェ,8000361,どら焼き  0円,0,,3
2021/04/05 17:41:06,カフェ,8000325,抹茶 0円,0,,3
2021/04/05 17:49:33,入場料,8000184,減免0円　敬老,0,,5
2021/04/06 9:25:47,カフェ,8000361,どら焼き  0円,0,,1
2021/04/06 9:25:47,カフェ,8000335,ホットコーヒー 0円,0,,1
2021/04/06 9:25:47,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/06 9:25:47,カフェ,8000325,抹茶 0円,0,,1
2021/04/06 9:40:08,物販,8000223,どら焼き(3個・箱入),1000,582,10
2021/04/06 9:47:56,カフェ,8000361,どら焼き  0円,0,,1
2021/04/06 9:47:56,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/06 9:47:56,カフェ,8000325,抹茶 0円,0,,1
2021/04/06 9:47:56,カフェ,8000326,冷抹茶  0円,0,,1
2021/04/06 9:54:55,入場料,8000184,減免0円　敬老,0,,1
2021/04/06 10:18:07,入場料,8000182,入場料500円,500,,2
2021/04/06 10:19:36,入場料,8000181,入場料600円,600,,2
2021/04/06 10:37:52,入場料,8000182,入場料500円,500,,2
2021/04/06 10:51:04,入場料,8000181,入場料600円,600,,2
2021/04/06 10:52:40,入場料,8000185,減免0円　手帳,0,,2
2021/04/06 11:01:43,入場料,8000181,入場料600円,600,,2
2021/04/06 11:02:13,入場料,8000185,減免0円　手帳,0,,1
2021/04/06 11:09:14,入場料,8000181,入場料600円,600,,1
2021/04/06 11:21:07,カフェ,8000331,干菓子2種 0円,0,,1
2021/04/06 11:21:07,カフェ,8000325,抹茶 0円,0,,1
2021/04/06 11:41:50,カフェ,8000324,喫茶 800円,800,,2
2021/04/06 11:41:50,入場料,8000185,減免0円　手帳,0,,2
2021/04/06 11:41:50,イベント,8000319,予約制入場手数料,200,,2
2021/04/06 12:21:49,カフェ,8000331,干菓子2種 0円,0,,2
2021/04/06 12:21:49,カフェ,8000325,抹茶 0円,0,,2
2021/04/06 12:47:36,カフェ,8000324,喫茶 800円,800,,2
2021/04/06 12:47:36,入場料,8000181,入場料600円,600,,2
2021/04/06 12:47:36,イベント,8000319,予約制入場手数料,200,,2
2021/04/06 13:13:22,入場料,8000181,入場料600円,600,,1
2021/04/06 13:21:29,カフェ,8000361,どら焼き  0円,0,,2
2021/04/06 13:21:29,カフェ,8000325,抹茶 0円,0,,2
2021/04/06 13:34:02,入場料,8000181,入場料600円,600,,3
2021/04/06 13:37:25,入場料,8000181,入場料600円,600,,2
2021/04/06 13:42:21,カフェ,8000324,喫茶 800円,800,,2
2021/04/06 13:42:21,入場料,8000181,入場料600円,600,,2
2021/04/06 13:42:21,イベント,8000319,予約制入場手数料,200,,2
2021/04/06 13:58:22,入場料,8000181,入場料600円,600,,1
2021/04/06 14:00:28,入場料,8000181,入場料600円,600,,2
2021/04/06 14:19:49,入場料,8000184,減免0円　敬老,0,,1
2021/04/06 14:19:56,入場料,8000181,入場料600円,600,,2
2021/04/06 14:23:51,カフェ,8000331,干菓子2種 0円,0,,1
2021/04/06 14:23:51,カフェ,8000325,抹茶 0円,0,,1
2021/04/06 14:24:01,カフェ,8000362,ロシアケーキ  0円,0,,2
2021/04/06 14:24:01,カフェ,8000325,抹茶 0円,0,,2
2021/04/06 14:24:10,カフェ,8000331,干菓子2種 0円,0,,2
2021/04/06 14:24:10,カフェ,8000325,抹茶 0円,0,,2
2021/04/06 14:32:18,入場料,8000181,入場料600円,600,,1
2021/04/06 14:37:03,入場料,8000181,入場料600円,600,,2
2021/04/06 14:37:29,カフェ,8000324,喫茶 800円,800,,2
2021/04/06 14:37:29,入場料,8000181,入場料600円,600,,2
2021/04/06 14:37:29,イベント,8000319,予約制入場手数料,200,,2
2021/04/06 14:39:27,カフェ,8000361,どら焼き  0円,0,,1
2021/04/06 14:39:27,カフェ,8000325,抹茶 0円,0,,1
2021/04/06 14:39:27,カフェ,8000332,抹茶最中アイス 0円,0,,1
2021/04/06 14:39:27,カフェ,8000326,冷抹茶  0円,0,,1
2021/04/06 14:46:54,入場料,8000181,入場料600円,600,,1
2021/04/06 14:54:48,入場料,8000181,入場料600円,600,,2
2021/04/06 14:59:18,入場料,8000181,入場料600円,600,,3
2021/04/06 15:27:36,入場料,8000185,減免0円　手帳,0,,4
2021/04/06 15:28:09,カフェ,8000324,喫茶 800円,800,,2
2021/04/06 15:28:09,入場料,8000181,入場料600円,600,,2
2021/04/06 15:28:09,イベント,8000319,予約制入場手数料,200,,2
2021/04/06 15:32:17,入場料,8000181,入場料600円,600,,2
2021/04/06 15:40:55,ガイド,8000147,実習対応ガイド,10000,0,1
2021/04/06 15:41:15,ガイド,8000342,庭園コンシェルジュ  日本語,11000,0,1
2021/04/06 15:52:15,物販,8000087,A4　クリアファイル,300,67.34,1
2021/04/06 15:52:15,物販,8000092,Aポストカードセット(型絵染4枚),600,111.2,1
2021/04/06 15:52:15,物販,8000093,Bポストカードセット(写真no.1〜5）,600,168,1
2021/04/06 15:52:15,物販,8000094,Cポストカードセット(写真no.6〜9）,480,134.4,1
2021/04/06 16:27:24,カフェ,8000335,ホットコーヒー 0円,0,,1
2021/04/06 16:27:24,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/06 16:27:24,カフェ,8000325,抹茶 0円,0,,1
2021/04/06 16:27:24,カフェ,8000332,抹茶最中アイス 0円,0,,1
2021/04/06 16:33:05,カフェ,8000361,どら焼き  0円,0,,1
2021/04/06 16:33:05,カフェ,8000331,干菓子2種 0円,0,,1
2021/04/06 16:33:05,カフェ,8000325,抹茶 0円,0,,2
2021/04/06 16:55:45,物販,8000087,A4　クリアファイル,300,67.34,1
2021/04/06 16:55:45,物販,8000215,シリーズ庭の巨匠たち2 植治,2620,1925,1
2021/04/06 16:55:45,入場料,8000181,入場料600円,600,,1
2021/04/06 16:55:45,物販,8000016,年代史,500,400,1
2021/04/06 16:57:02,物販,8000087,A4　クリアファイル,300,67.34,1
2021/04/06 16:57:02,物販,8000020,オリジナル手ぬぐい,600,340,1
2021/04/06 16:57:02,物販,8000215,シリーズ庭の巨匠たち2 植治,2620,1925,1
2021/04/06 17:12:54,入場料,8000181,入場料600円,600,,3
2021/04/06 18:45:03,物販,8000020,オリジナル手ぬぐい,600,340,1
2021/04/06 18:45:03,カフェ,8000324,喫茶 800円,800,,9
2021/04/06 18:45:03,入場料,8000181,入場料600円,600,,13
2021/04/06 18:45:03,イベント,8000319,予約制入場手数料,200,,9
2021/04/06 19:11:02,入場料,8000181,入場料600円,600,,8
2021/04/07 9:53:39,入場料,8000193,減免　その他特例,0,,1
2021/04/07 9:53:39,入場料,8000181,入場料600円,600,,3
2021/04/07 9:55:23,入場料,8000181,入場料600円,600,,2
2021/04/07 10:24:49,カフェ,8000361,どら焼き  0円,0,,1
2021/04/07 10:24:49,カフェ,8000325,抹茶 0円,0,,2
2021/04/07 10:24:49,カフェ,8000332,抹茶最中アイス 0円,0,,1
2021/04/07 10:29:36,入場料,8000184,減免0円　敬老,0,,1
2021/04/07 10:51:38,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/07 10:51:38,カフェ,8000396,国産白桃ジュース　0円,0,,1
2021/04/07 10:51:38,カフェ,8000325,抹茶 0円,0,,1
2021/04/07 10:51:38,カフェ,8000332,抹茶最中アイス 0円,0,,1
2021/04/07 11:00:19,入場料,8000184,減免0円　敬老,0,,3
2021/04/07 11:49:40,入場料,8000181,入場料600円,600,,3
2021/04/07 12:03:02,入場料,8000187,施設母屋二階午後,3800,,1
2021/04/07 12:03:02,入場料,8000182,入場料500円,500,,4
2021/04/07 12:03:08,入場料,8000184,減免0円　敬老,0,,1
2021/04/07 12:03:58,入場料,8000184,減免0円　敬老,0,,1
2021/04/07 12:14:49,入場料,8000181,入場料600円,600,,2
2021/04/07 13:03:51,入場料,8000181,入場料600円,600,,2
2021/04/07 13:08:47,入場料,8000184,減免0円　敬老,0,,1
2021/04/07 13:17:59,入場料,8000193,減免　その他特例,0,,1
2021/04/07 13:17:59,入場料,8000181,入場料600円,600,,2
2021/04/07 13:23:18,カフェ,8000324,喫茶 800円,800,,2
2021/04/07 13:23:18,入場料,8000181,入場料600円,600,,2
2021/04/07 13:23:18,イベント,8000319,予約制入場手数料,200,,2
2021/04/07 13:50:49,入場料,8000181,入場料600円,600,,1
2021/04/07 14:20:23,カフェ,8000327,クラフトビール 0円,0,,1
2021/04/07 14:20:23,カフェ,8000361,どら焼き  0円,0,,2
2021/04/07 14:20:23,カフェ,8000396,国産白桃ジュース　0円,0,,1
2021/04/07 14:22:06,入場料,8000181,入場料600円,600,,2
2021/04/07 14:33:32,カフェ,8000327,クラフトビール 0円,0,,1
2021/04/07 14:33:32,カフェ,8000361,どら焼き  0円,0,,2
2021/04/07 14:33:32,カフェ,8000335,ホットコーヒー 0円,0,,1
2021/04/07 14:38:16,カフェ,8000324,喫茶 800円,800,,2
2021/04/07 14:38:16,入場料,8000181,入場料600円,600,,2
2021/04/07 14:38:16,イベント,8000319,予約制入場手数料,200,,2
2021/04/07 14:38:22,カフェ,8000335,ホットコーヒー 0円,0,,1
2021/04/07 14:38:22,カフェ,8000362,ロシアケーキ  0円,0,,2
2021/04/07 14:38:22,カフェ,8000396,国産白桃ジュース　0円,0,,1
2021/04/07 14:48:42,カフェ,8000324,喫茶 800円,800,,2
2021/04/07 14:48:42,入場料,8000181,入場料600円,600,,2
2021/04/07 14:48:42,イベント,8000319,予約制入場手数料,200,,2
2021/04/07 14:50:16,カフェ,8000327,クラフトビール 0円,0,,1
2021/04/07 14:50:16,カフェ,8000361,どら焼き  0円,0,,1
2021/04/07 14:50:16,カフェ,8000362,ロシアケーキ  0円,0,,1
2021/04/07 14:50:16,カフェ,8000325,抹茶 0円,0,,1
2021/04/07 15:05:43,入場料,8000184,減免0円　敬老,0,,2
2021/04/07 15:06:37,カフェ,8000324,喫茶 800円,800,,2
2021/04/07 15:06:37,入場料,8000181,入場料600円,600,,2
2021/04/07 15:06:37,イベント,8000319,予約制入場手数料,200,,2
2021/04/07 15:11:59,カフェ,8000361,どら焼き  0円,0,,2
2021/04/07 15:11:59,カフェ,8000335,ホットコーヒー 0円,0,,2
2021/04/07 15:33:34,カフェ,8000361,どら焼き  0円,0,,1
2021/04/07 15:33:34,カフェ,8000362,ロシアケーキ  0円,0,,1
