取引日時,商品カテゴリ,商品ID,商品名,商品単価,原価,数量
2020/09/13 11:35:45,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/13 11:35:55,カフェ,8000327,クラフトビール 0円,0,,1
2020/09/13 11:35:55,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/13 11:36:01,カフェ,8000328,スパークリングワイン 0円,0,,1
2020/09/13 11:36:01,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/13 12:10:47,カフェ,8000324,喫茶 800円,800,,2
2020/09/13 12:10:47,入場料,8000181,入場料600円,600,,2
2020/09/13 12:10:47,イベント,8000319,予約制入場手数料,200,,2
2020/09/13 12:12:41,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/13 12:12:41,カフェ,8000324,喫茶 800円,800,,2
2020/09/13 12:12:41,カフェ,8000325,抹茶 0円,0,,2
2020/09/13 12:12:41,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/13 12:12:41,イベント,8000319,予約制入場手数料,200,,2
2020/09/13 12:16:21,カフェ,8000335,ホットコーヒー 0円,0,,1
2020/09/13 12:16:21,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/13 12:16:32,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/13 12:16:32,カフェ,8000325,抹茶 0円,0,,1
2020/09/13 12:22:02,カフェ,8000324,喫茶 800円,800,,2
2020/09/13 12:22:02,イベント,8000319,予約制入場手数料,200,,2
2020/09/13 12:24:59,カフェ,8000324,喫茶 800円,800,,2
2020/09/13 12:24:59,入場料,8000181,入場料600円,600,,2
2020/09/13 12:24:59,イベント,8000319,予約制入場手数料,200,,2
2020/09/13 12:29:24,カフェ,8000331,干菓子2種 0円,0,,2
2020/09/13 12:29:24,カフェ,8000325,抹茶 0円,0,,2
2020/09/13 12:37:44,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/13 12:37:44,カフェ,8000325,抹茶 0円,0,,1
2020/09/13 12:43:10,入場料,8000181,入場料600円,600,,2
2020/09/13 12:44:13,カフェ,8000324,喫茶 800円,800,,1
2020/09/13 12:44:13,カフェ,8000325,抹茶 0円,0,,1
2020/09/13 12:44:13,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/13 12:44:13,イベント,8000319,予約制入場手数料,200,,1
2020/09/13 13:10:31,入場料,8000181,入場料600円,600,,1
2020/09/13 13:31:26,入場料,8000181,入場料600円,600,,2
2020/09/13 13:49:27,入場料,8000181,入場料600円,600,,2
2020/09/13 13:54:53,物販,8000020,オリジナル手ぬぐい,600,340,1
2020/09/13 13:59:28,入場料,8000181,入場料600円,600,,4
2020/09/13 14:06:06,物販,8000020,オリジナル手ぬぐい,600,340,2
2020/09/13 14:11:53,カフェ,8000336,アイスコーヒー 0円,0,,1
2020/09/13 14:11:53,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/13 14:11:53,カフェ,8000326,冷抹茶  0円,0,,1
2020/09/13 14:18:29,入場料,8000181,入場料600円,600,,4
2020/09/13 14:20:08,カフェ,8000329,ゆずジュース 0円,0,,1
2020/09/13 14:20:08,カフェ,8000325,抹茶 0円,0,,1
2020/09/13 14:20:08,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/13 14:23:39,カフェ,8000324,喫茶 800円,800,,2
2020/09/13 14:23:39,入場料,8000181,入場料600円,600,,2
2020/09/13 14:23:39,イベント,8000319,予約制入場手数料,200,,2
2020/09/13 14:32:35,カフェ,8000327,クラフトビール 0円,0,,1
2020/09/13 14:32:35,カフェ,8000333,ピスタチオ 0円,0,,1
2020/09/13 14:32:35,カフェ,8000325,抹茶 0円,0,,1
2020/09/13 14:32:35,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/13 14:39:09,カフェ,8000324,喫茶 800円,800,,2
2020/09/13 14:39:09,イベント,8000319,予約制入場手数料,200,,2
2020/09/13 14:42:31,カフェ,8000324,喫茶 800円,800,,7
2020/09/13 14:42:31,入場料,8000185,減免0円　手帳,0,,2
2020/09/13 14:42:31,入場料,8000181,入場料600円,600,,5
2020/09/13 14:42:31,イベント,8000319,予約制入場手数料,200,,7
2020/09/13 14:47:36,カフェ,8000325,抹茶 0円,0,,1
2020/09/13 14:47:36,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/13 14:47:36,カフェ,8000326,冷抹茶  0円,0,,1
2020/09/13 14:53:37,カフェ,8000324,喫茶 800円,800,,2
2020/09/13 14:53:37,入場料,8000184,減免0円　敬老,0,,2
2020/09/13 14:53:37,イベント,8000319,予約制入場手数料,200,,2
2020/09/13 15:05:48,カフェ,8000336,アイスコーヒー 0円,0,,1
2020/09/13 15:05:48,カフェ,8000333,ピスタチオ 0円,0,,1
2020/09/13 15:05:48,カフェ,8000329,ゆずジュース 0円,0,,1
2020/09/13 15:05:48,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/13 15:08:19,カフェ,8000324,喫茶 800円,800,,2
2020/09/13 15:08:19,入場料,8000181,入場料600円,600,,2
2020/09/13 15:08:19,イベント,8000319,予約制入場手数料,200,,2
2020/09/13 15:08:38,カフェ,8000331,干菓子2種 0円,0,,2
2020/09/13 15:08:38,カフェ,8000326,冷抹茶  0円,0,,2
2020/09/13 15:12:18,カフェ,8000327,クラフトビール 0円,0,,2
2020/09/13 15:12:18,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/13 15:12:52,入場料,8000181,入場料600円,600,,2
2020/09/13 15:16:06,カフェ,8000324,喫茶 800円,800,,2
2020/09/13 15:16:06,入場料,8000181,入場料600円,600,,2
2020/09/13 15:16:06,イベント,8000319,予約制入場手数料,200,,2
2020/09/13 15:16:39,カフェ,8000327,クラフトビール 0円,0,,1
2020/09/13 15:16:39,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/13 15:16:39,カフェ,8000326,冷抹茶  0円,0,,1
2020/09/13 15:19:02,入場料,8000181,入場料600円,600,,4
2020/09/13 15:34:45,カフェ,8000330,オーガニックジンジャーエール 0円,0,,2
2020/09/13 15:34:45,カフェ,8000333,ピスタチオ 0円,0,,1
2020/09/13 15:34:45,カフェ,8000331,干菓子2種 0円,0,,2
2020/09/13 15:34:45,カフェ,8000325,抹茶 0円,0,,3
2020/09/13 15:34:45,カフェ,8000332,抹茶最中アイス 0円,0,,4
2020/09/13 15:34:45,カフェ,8000326,冷抹茶  0円,0,,2
2020/09/13 15:37:52,入場料,8000181,入場料600円,600,,2
2020/09/13 15:39:22,入場料,8000181,入場料600円,600,,1
2020/09/13 16:07:56,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/13 16:07:56,カフェ,8000326,冷抹茶  0円,0,,1
2020/09/13 16:09:43,カフェ,8000327,クラフトビール 0円,0,,2
2020/09/13 16:09:43,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/13 16:12:56,カフェ,8000324,喫茶 800円,800,,1
2020/09/13 16:12:56,入場料,8000181,入場料600円,600,,2
2020/09/13 16:12:56,イベント,8000319,予約制入場手数料,200,,1
2020/09/13 16:13:47,カフェ,8000324,喫茶 800円,800,,2
2020/09/13 16:13:47,入場料,8000181,入場料600円,600,,2
2020/09/13 16:13:47,イベント,8000319,予約制入場手数料,200,,2
2020/09/13 16:14:57,カフェ,8000327,クラフトビール 0円,0,,2
2020/09/13 16:14:57,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/13 17:16:22,入場料,8000181,入場料600円,600,,2
2020/09/13 18:08:09,入場料,8000186,施設母屋二階午前,3200,,1
2020/09/13 18:11:30,カフェ,8000324,喫茶 800円,800,,13
2020/09/13 18:11:30,入場料,8000182,入場料500円,500,,2
2020/09/13 18:11:30,入場料,8000181,入場料600円,600,,16
2020/09/13 18:11:30,イベント,8000319,予約制入場手数料,200,,13
2020/09/13 18:22:38,イベント,8000358,イベント_4000円,3400,,7
2020/09/13 18:22:38,入場料,8000181,入場料600円,600,,7
2020/09/13 18:22:52,イベント,8000358,イベント_4000円,3400,,1
2020/09/13 18:22:52,入場料,8000181,入場料600円,600,,1
2020/09/13 18:44:54,イベント,8000359,週末庭園巡り,2700,,1
2020/09/13 18:44:54,入場料,8000181,入場料600円,600,,1
2020/09/14 9:53:58,入場料,8000181,入場料600円,600,,2
2020/09/14 10:52:30,カフェ,8000324,喫茶 800円,800,,1
2020/09/14 10:52:30,入場料,8000181,入場料600円,600,,2
2020/09/14 10:52:30,イベント,8000319,予約制入場手数料,200,,1
2020/09/14 11:41:26,カフェ,8000325,抹茶 0円,0,,1
2020/09/14 11:41:26,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/14 11:41:37,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/14 11:41:37,カフェ,8000326,冷抹茶  0円,0,,1
2020/09/14 11:41:54,カフェ,8000330,オーガニックジンジャーエール 0円,0,,1
2020/09/14 11:41:54,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/14 11:42:06,カフェ,8000329,ゆずジュース 0円,0,,1
2020/09/14 11:42:06,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/14 11:56:35,入場料,8000181,入場料600円,600,,2
2020/09/14 12:46:54,カフェ,8000324,喫茶 800円,800,,1
2020/09/14 12:46:54,入場料,8000181,入場料600円,600,,1
2020/09/14 12:46:54,イベント,8000319,予約制入場手数料,200,,1
2020/09/14 13:00:45,カフェ,8000324,喫茶 800円,800,,2
2020/09/14 13:00:45,入場料,8000184,減免0円　敬老,0,,1
2020/09/14 13:00:45,入場料,8000181,入場料600円,600,,1
2020/09/14 13:00:45,イベント,8000319,予約制入場手数料,200,,2
2020/09/14 13:17:56,カフェ,8000336,アイスコーヒー 0円,0,,1
2020/09/14 13:17:56,カフェ,8000330,オーガニックジンジャーエール 0円,0,,1
2020/09/14 13:17:56,カフェ,8000327,クラフトビール 0円,0,,1
2020/09/14 13:17:56,カフェ,8000333,ピスタチオ 0円,0,,1
2020/09/14 13:17:56,カフェ,8000329,ゆずジュース 0円,0,,1
2020/09/14 13:17:56,カフェ,8000331,干菓子2種 0円,0,,2
2020/09/14 13:17:56,カフェ,8000325,抹茶 0円,0,,2
2020/09/14 13:17:56,カフェ,8000332,抹茶最中アイス 0円,0,,3
2020/09/14 13:35:13,カフェ,8000327,クラフトビール 0円,0,,1
2020/09/14 13:35:13,カフェ,8000333,ピスタチオ 0円,0,,1
2020/09/14 13:35:13,カフェ,8000329,ゆずジュース 0円,0,,1
2020/09/14 13:35:13,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/14 13:35:20,カフェ,8000327,クラフトビール 0円,0,,1
2020/09/14 13:35:20,カフェ,8000333,ピスタチオ 0円,0,,1
2020/09/14 13:56:06,入場料,8000181,入場料600円,600,,3
2020/09/14 14:00:26,カフェ,8000324,喫茶 800円,800,,3
2020/09/14 14:00:26,イベント,8000319,予約制入場手数料,200,,3
2020/09/14 14:25:25,カフェ,8000324,喫茶 800円,800,,3
2020/09/14 14:25:25,入場料,8000181,入場料600円,600,,3
2020/09/14 14:25:25,イベント,8000319,予約制入場手数料,200,,3
2020/09/14 14:31:05,入場料,8000181,入場料600円,600,,2
2020/09/14 14:34:19,カフェ,8000333,ピスタチオ 0円,0,,1
2020/09/14 14:34:19,カフェ,8000335,ホットコーヒー 0円,0,,1
2020/09/14 14:34:19,カフェ,8000325,抹茶 0円,0,,1
2020/09/14 14:34:19,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/14 14:35:22,カフェ,8000327,クラフトビール 0円,0,,1
2020/09/14 14:35:22,カフェ,8000333,ピスタチオ 0円,0,,1
2020/09/14 14:35:22,カフェ,8000325,抹茶 0円,0,,1
2020/09/14 14:35:22,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/14 14:35:22,カフェ,8000326,冷抹茶  0円,0,,1
2020/09/14 14:49:10,入場料,8000183,入場料100円,100,,2
2020/09/14 15:08:42,入場料,8000185,減免0円　手帳,0,,1
2020/09/14 15:17:08,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/14 15:17:08,カフェ,8000325,抹茶 0円,0,,1
2020/09/14 15:37:57,カフェ,8000324,喫茶 800円,800,,2
2020/09/14 15:37:57,入場料,8000181,入場料600円,600,,2
2020/09/14 15:37:57,イベント,8000319,予約制入場手数料,200,,2
2020/09/14 16:07:09,カフェ,8000324,喫茶 800円,800,,1
2020/09/14 16:07:09,入場料,8000181,入場料600円,600,,1
2020/09/14 16:07:09,イベント,8000319,予約制入場手数料,200,,1
2020/09/14 16:10:56,カフェ,8000325,抹茶 0円,0,,1
2020/09/14 16:10:56,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/14 16:19:42,カフェ,8000328,スパークリングワイン 0円,0,,1
2020/09/14 16:19:42,入場料,8000181,入場料600円,600,,1
2020/09/14 16:19:42,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/14 16:43:21,カフェ,8000331,干菓子2種 0円,0,,2
2020/09/14 16:43:21,カフェ,8000325,抹茶 0円,0,,2
2020/09/14 17:44:04,カフェ,8000324,喫茶 800円,800,,15
2020/09/14 17:44:04,入場料,8000185,減免0円　手帳,0,,1
2020/09/14 17:44:04,入場料,8000183,入場料100円,100,,1
2020/09/14 17:44:04,入場料,8000181,入場料600円,600,,33
2020/09/14 17:44:04,イベント,8000319,予約制入場手数料,200,,15
2020/09/15 10:28:47,入場料,8000181,入場料600円,600,,2
2020/09/15 10:58:47,入場料,8000181,入場料600円,600,,3
2020/09/15 11:06:03,入場料,8000181,入場料600円,600,,1
2020/09/15 11:24:25,入場料,8000183,入場料100円,100,,1
2020/09/15 11:39:25,カフェ,8000333,ピスタチオ 0円,0,,1
2020/09/15 11:39:25,カフェ,8000329,ゆずジュース 0円,0,,1
2020/09/15 11:39:25,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/15 11:39:25,カフェ,8000325,抹茶 0円,0,,1
2020/09/15 11:41:20,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/15 11:41:20,カフェ,8000326,冷抹茶  0円,0,,1
2020/09/15 11:48:04,入場料,8000181,入場料600円,600,,2
2020/09/15 12:01:30,入場料,8000184,減免0円　敬老,0,,2
2020/09/15 12:01:30,入場料,8000186,施設母屋二階午前,3200,,1
2020/09/15 12:01:30,入場料,8000181,入場料600円,600,,2
2020/09/15 12:26:41,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/15 12:26:41,カフェ,8000325,抹茶 0円,0,,1
2020/09/15 12:26:41,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/15 12:26:41,カフェ,8000326,冷抹茶  0円,0,,1
2020/09/15 12:29:40,入場料,8000181,入場料600円,600,,1
2020/09/15 12:57:37,入場料,8000181,入場料600円,600,,1
2020/09/15 13:08:28,入場料,8000181,入場料600円,600,,2
2020/09/15 13:22:46,カフェ,8000336,アイスコーヒー 0円,0,,1
2020/09/15 13:22:46,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/15 13:24:43,入場料,8000181,入場料600円,600,,1
2020/09/15 13:24:59,入場料,8000181,入場料600円,600,,2
2020/09/15 13:47:41,カフェ,8000324,喫茶 800円,800,,2
2020/09/15 13:47:41,イベント,8000319,予約制入場手数料,200,,2
2020/09/15 13:53:00,カフェ,8000324,喫茶 800円,800,,1
2020/09/15 13:53:00,入場料,8000181,入場料600円,600,,1
2020/09/15 13:53:00,イベント,8000319,予約制入場手数料,200,,1
2020/09/15 14:09:10,カフェ,8000325,抹茶 0円,0,,2
2020/09/15 14:09:10,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/15 14:21:43,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/15 14:21:43,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/15 14:21:43,カフェ,8000326,冷抹茶  0円,0,,2
2020/09/15 14:21:50,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/15 14:21:50,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/15 14:21:50,カフェ,8000326,冷抹茶  0円,0,,2
2020/09/15 14:38:35,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/15 14:38:35,カフェ,8000325,抹茶 0円,0,,1
2020/09/15 14:39:04,カフェ,8000336,アイスコーヒー 0円,0,,2
2020/09/15 14:39:04,カフェ,8000333,ピスタチオ 0円,0,,1
2020/09/15 14:39:04,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/15 14:39:23,入場料,8000181,入場料600円,600,,2
2020/09/15 14:43:58,カフェ,8000335,ホットコーヒー 0円,0,,2
2020/09/15 14:43:58,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/15 14:43:58,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/15 14:44:49,入場料,8000181,入場料600円,600,,2
2020/09/15 14:44:51,カフェ,8000325,抹茶 0円,0,,1
2020/09/15 14:44:51,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/15 14:48:44,入場料,8000181,入場料600円,600,,2
2020/09/15 15:02:35,カフェ,8000324,喫茶 800円,800,,2
2020/09/15 15:02:35,イベント,8000319,予約制入場手数料,200,,2
2020/09/15 15:08:20,カフェ,8000329,ゆずジュース 0円,0,,1
2020/09/15 15:08:20,カフェ,8000325,抹茶 0円,0,,1
2020/09/15 15:08:20,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/15 15:20:14,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/15 15:20:14,カフェ,8000325,抹茶 0円,0,,1
2020/09/15 15:33:15,入場料,8000181,入場料600円,600,,2
2020/09/15 15:44:44,入場料,8000181,入場料600円,600,,2
2020/09/15 15:49:09,カフェ,8000324,喫茶 800円,800,,2
2020/09/15 15:49:09,イベント,8000319,予約制入場手数料,200,,2
2020/09/15 15:51:42,カフェ,8000324,喫茶 800円,800,,1
2020/09/15 15:51:42,入場料,8000181,入場料600円,600,,1
2020/09/15 15:51:42,イベント,8000319,予約制入場手数料,200,,1
2020/09/15 16:09:25,入場料,8000185,減免0円　手帳,0,,2
2020/09/15 16:14:16,入場料,8000181,入場料600円,600,,1
2020/09/15 16:19:52,入場料,8000183,入場料100円,100,,1
2020/09/15 16:29:56,カフェ,8000335,ホットコーヒー 0円,0,,1
2020/09/15 16:29:56,カフェ,8000324,喫茶 800円,800,,1
2020/09/15 16:29:56,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/15 16:29:56,イベント,8000319,予約制入場手数料,200,,1
2020/09/15 16:36:30,カフェ,8000336,アイスコーヒー 0円,0,,1
2020/09/15 16:36:30,カフェ,8000330,オーガニックジンジャーエール 0円,0,,1
2020/09/15 16:36:30,カフェ,8000325,抹茶 0円,0,,1
2020/09/15 16:36:30,カフェ,8000332,抹茶最中アイス 0円,0,,3
2020/09/15 17:06:59,入場料,8000181,入場料600円,600,,2
2020/09/15 17:31:36,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/15 17:31:36,カフェ,8000325,抹茶 0円,0,,1
2020/09/15 17:36:13,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/15 17:36:13,カフェ,8000326,冷抹茶  0円,0,,1
2020/09/15 18:12:30,入場料,8000187,施設母屋二階午後,3800,,1
2020/09/15 18:22:53,カフェ,8000324,喫茶 800円,800,,15
2020/09/15 18:22:53,入場料,8000184,減免0円　敬老,0,,5
2020/09/15 18:22:53,入場料,8000183,入場料100円,100,,2
2020/09/15 18:22:53,入場料,8000181,入場料600円,600,,32
2020/09/15 18:22:53,イベント,8000319,予約制入場手数料,200,,15
2020/09/15 18:34:36,イベント,8000239,"3,800円　イベント",3200,,10
2020/09/15 18:34:36,入場料,8000181,入場料600円,600,,10
2020/09/15 18:40:48,入場料,8000181,入場料600円,600,,14
2020/09/16 11:39:26,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/16 11:39:26,カフェ,8000326,冷抹茶  0円,0,,1
2020/09/16 11:39:38,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/16 11:39:38,カフェ,8000325,抹茶 0円,0,,1
2020/09/16 11:39:38,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/16 11:39:38,カフェ,8000326,冷抹茶  0円,0,,1
2020/09/16 12:36:57,入場料,8000181,入場料600円,600,,2
2020/09/16 14:12:49,カフェ,8000324,喫茶 800円,800,,2
2020/09/16 14:12:49,入場料,8000181,入場料600円,600,,2
2020/09/16 14:12:49,イベント,8000319,予約制入場手数料,200,,2
2020/09/16 14:19:07,カフェ,8000333,ピスタチオ 0円,0,,1
2020/09/16 14:19:07,カフェ,8000329,ゆずジュース 0円,0,,2
2020/09/16 14:19:07,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/16 14:38:01,カフェ,8000324,喫茶 800円,800,,2
2020/09/16 14:38:01,入場料,8000184,減免0円　敬老,0,,2
2020/09/16 14:38:01,イベント,8000319,予約制入場手数料,200,,2
2020/09/16 14:47:06,入場料,8000181,入場料600円,600,,2
2020/09/16 14:54:52,入場料,8000184,減免0円　敬老,0,,2
2020/09/16 15:06:22,カフェ,8000324,喫茶 800円,800,,1
2020/09/16 15:06:22,入場料,8000181,入場料600円,600,,1
2020/09/16 15:06:22,イベント,8000319,予約制入場手数料,200,,1
2020/09/16 15:36:30,カフェ,8000336,アイスコーヒー 0円,0,,1
2020/09/16 15:36:30,カフェ,8000327,クラフトビール 0円,0,,1
2020/09/16 15:36:30,カフェ,8000331,干菓子2種 0円,0,,2
2020/09/16 15:38:27,カフェ,8000325,抹茶 0円,0,,1
2020/09/16 15:38:27,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/16 16:01:24,カフェ,8000324,喫茶 800円,800,,1
2020/09/16 16:01:24,入場料,8000181,入場料600円,600,,1
2020/09/16 16:01:24,イベント,8000319,予約制入場手数料,200,,1
2020/09/16 16:19:48,カフェ,8000327,クラフトビール 0円,0,,1
2020/09/16 16:19:48,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/16 16:19:48,カフェ,8000326,冷抹茶  0円,0,,1
2020/09/16 16:29:11,カフェ,8000325,抹茶 0円,0,,1
2020/09/16 16:29:11,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/16 16:33:08,カフェ,8000328,スパークリングワイン 0円,0,,1
2020/09/16 16:33:08,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/16 16:53:58,入場料,8000181,入場料600円,600,,1
2020/09/16 17:06:10,カフェ,8000324,喫茶 800円,800,,9
2020/09/16 17:06:10,入場料,8000183,入場料100円,100,,3
2020/09/16 17:06:10,入場料,8000181,入場料600円,600,,15
2020/09/16 17:06:10,イベント,8000319,予約制入場手数料,200,,9
2020/09/16 17:18:15,カフェ,8000325,抹茶 0円,0,,1
2020/09/16 17:18:15,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/16 17:18:47,カフェ,8000325,抹茶 0円,0,,1
2020/09/16 17:18:47,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/16 17:18:56,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/16 17:18:56,カフェ,8000325,抹茶 0円,0,,1
2020/09/16 17:21:29,カフェ,8000324,喫茶 800円,800,,1
2020/09/16 17:21:29,イベント,8000319,予約制入場手数料,200,,1
2020/09/16 17:30:59,入場料,8000181,入場料600円,600,,8
2020/09/16 17:32:39,入場料,8000193,減免　その他特例,0,,2
2020/09/16 17:34:45,カフェ,8000324,喫茶 800円,800,,4
2020/09/16 17:34:45,イベント,8000319,予約制入場手数料,200,,4
2020/09/16 17:41:00,カフェ,8000324,喫茶 800円,800,,13
2020/09/16 17:41:00,入場料,8000183,入場料100円,100,,3
2020/09/16 17:41:00,入場料,8000181,入場料600円,600,,23
2020/09/16 17:41:00,イベント,8000319,予約制入場手数料,200,,13
2020/09/16 17:54:22,入場料,8000188,施設母屋終日,5400,,1
2020/09/17 9:19:21,カフェ,8000325,抹茶 0円,0,,1
2020/09/17 9:19:21,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/17 9:40:52,入場料,8000181,入場料600円,600,,2
2020/09/17 10:29:56,入場料,8000181,入場料600円,600,,2
2020/09/17 10:41:53,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/17 10:41:53,カフェ,8000325,抹茶 0円,0,,2
2020/09/17 10:41:53,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/17 12:17:08,入場料,8000181,入場料600円,600,,1
2020/09/17 12:25:37,入場料,8000181,入場料600円,600,,2
2020/09/17 12:44:21,カフェ,8000324,喫茶 800円,800,,1
2020/09/17 12:44:21,入場料,8000185,減免0円　手帳,0,,1
2020/09/17 12:44:21,入場料,8000181,入場料600円,600,,1
2020/09/17 12:44:21,イベント,8000319,予約制入場手数料,200,,1
2020/09/17 13:19:34,カフェ,8000327,クラフトビール 0円,0,,1
2020/09/17 13:19:34,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/17 13:41:41,入場料,8000181,入場料600円,600,,3
2020/09/17 13:48:25,カフェ,8000327,クラフトビール 0円,0,,1
2020/09/17 13:48:25,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/17 14:17:36,カフェ,8000324,喫茶 800円,800,,1
2020/09/17 14:17:36,入場料,8000181,入場料600円,600,,1
2020/09/17 14:17:36,イベント,8000319,予約制入場手数料,200,,1
2020/09/17 14:29:27,カフェ,8000330,オーガニックジンジャーエール 0円,0,,1
2020/09/17 14:29:27,カフェ,8000329,ゆずジュース 0円,0,,1
2020/09/17 14:29:27,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/17 14:29:27,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/17 14:32:19,カフェ,8000324,喫茶 800円,800,,2
2020/09/17 14:32:19,入場料,8000181,入場料600円,600,,2
2020/09/17 14:32:19,イベント,8000319,予約制入場手数料,200,,2
2020/09/17 14:56:18,入場料,8000181,入場料600円,600,,2
2020/09/17 15:13:21,カフェ,8000324,喫茶 800円,800,,4
2020/09/17 15:13:21,入場料,8000185,減免0円　手帳,0,,2
2020/09/17 15:13:21,入場料,8000181,入場料600円,600,,2
2020/09/17 15:13:21,イベント,8000319,予約制入場手数料,200,,4
2020/09/17 15:15:03,カフェ,8000330,オーガニックジンジャーエール 0円,0,,1
2020/09/17 15:15:03,カフェ,8000327,クラフトビール 0円,0,,1
2020/09/17 15:15:03,カフェ,8000328,スパークリングワイン 0円,0,,1
2020/09/17 15:15:03,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/17 15:15:03,カフェ,8000325,抹茶 0円,0,,1
2020/09/17 15:15:03,カフェ,8000332,抹茶最中アイス 0円,0,,3
2020/09/17 15:35:27,入場料,8000181,入場料600円,600,,2
2020/09/17 16:11:23,入場料,8000183,入場料100円,100,,2
2020/09/17 16:14:55,入場料,8000181,入場料600円,600,,2
2020/09/17 16:36:30,カフェ,8000327,クラフトビール 0円,0,,1
2020/09/17 16:36:30,カフェ,8000329,ゆずジュース 0円,0,,1
2020/09/17 16:36:30,カフェ,8000331,干菓子2種 0円,0,,1
2020/09/17 16:36:30,カフェ,8000332,抹茶最中アイス 0円,0,,1
2020/09/17 16:41:41,カフェ,8000330,オーガニックジンジャーエール 0円,0,,2
2020/09/17 16:41:41,カフェ,8000332,抹茶最中アイス 0円,0,,2
2020/09/17 17:09:54,入場料,8000181,入場料600円,600,,1
2020/09/17 17:17:37,カフェ,8000356,在釜 0円,0,,5
2020/09/17 17:18:46,入場料,8000183,入場料100円,100,,1
2020/09/17 17:18:46,入場料,8000181,入場料600円,600,,18
2020/09/17 17:20:09,カフェ,8000324,喫茶 800円,800,,11
2020/09/17 17:20:09,イベント,8000319,予約制入場手数料,200,,11
2020/09/17 17:25:02,カフェ,8000356,在釜 0円,0,,2
2020/09/17 17:25:36,入場料,8000181,入場料600円,600,,2
