年月日,曜日,天候,入場者数(600円),入場者数(500円),入場者数(410円),入場者数(310円),入場者数(100円),入場者数(0円),入場者数(合計),英語,中国語,その他外国語,茶室利用者数(午前),茶室利用者数(午後),茶室利用者数(終日),茶室利用者数(合計),２階利用者数(午前),２階利用者数(午後),２階利用者数(終日),２階利用者数(合計),備考
2020/3/3,火,晴れ, 49 , 3 , 0 , 0 , 1 , 13 , 66 ,14, 0 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/4,水,雨, 35 , 1 , 0 , 0 , 1 , 0 , 37 ,6, 1 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/5,木,晴れ時々雨, 43 , 0 , 0 , 0 , 1 , 4 , 48 ,2, 0 ,5,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/6,金,晴れ, 37 , 6 , 0 , 0 , 3 , 3 , 49 ,0, 4 ,0,0,0,1,1, 0 , 0 , 0 , 0 ,
2020/3/7,土,晴れ, 120 , 4 , 2 , 0 , 0 , 15 , 141 ,1, 0 ,0,0,0,1,1, 0 , 0 , 0 , 0 ,
2020/3/8,日,雨のち晴れ, 68 , 0 , 4 , 0 , 0 , 11 , 83 ,4, 1 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/9,月,晴れ, 51 , 0 , 0 , 0 , 0 , 3 , 54 ,6, 3 ,2,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/3/10,火,雨, 31 , 2 , 0 , 0 , 0 , 1 , 34 ,5, 0 ,2,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/11,水,晴れ時々雨, 53 , 0 , 0 , 0 , 4 , 2 , 59 ,2, 0 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/12,木,晴れ, 66 , 7 , 0 , 0 , 0 , 11 , 84 ,8, 2 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/13,金,晴れ, 46 , 1 , 0 , 0 , 1 , 6 , 54 ,5, 1 ,0,0,0,1,1, 0 , 0 , 0 , 0 ,
2020/3/14,土,雨のち曇り, 84 , 2 , 0 , 0 , 2 , 4 , 92 ,7, 3 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/15,日,晴れ時々雨, 140 , 3 , 0 , 0 , 0 , 13 , 156 ,5, 0 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/16,月,晴れ時々雨, 19 , 0 , 0 , 0 , 0 , 3 , 22 ,2, 0 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/17,火,晴れ, 51 , 4 , 0 , 0 , 5 , 6 , 66 ,1, 0 ,3,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/18,水,晴れ, 78 , 4 , 0 , 0 , 4 , 5 , 91 ,0, 0 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/19,木,晴れ, 81 , 3 , 0 , 0 , 0 , 4 , 88 ,10, 0 ,2,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/20,金,晴れ, 120 , 13 , 0 , 0 , 2 , 15 , 150 ,2, 0 ,0,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/3/21,土,晴れ, 235 , 10 , 0 , 0 , 1 , 8 , 254 ,11, 0 ,4,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/22,日,晴れ, 190 , 0 , 0 , 0 , 1 , 10 , 201 ,5, 0 ,1,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/3/23,月,晴れ, 70 , 0 , 0 , 0 , 1 , 23 , 94 ,2, 0 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/24,火,晴れ, 70 , 4 , 0 , 0 , 1 , 5 , 80 ,1, 0 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/25,水,晴れ, 80 , 1 , 0 , 0 , 0 , 16 , 97 ,1, 0 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/26,木,晴れ, 78 , 12 , 0 , 0 , 1 , 5 , 96 ,2, 0 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/27,金,雨, 67 , 2 , 3 , 0 , 0 , 7 , 79 ,0, 0 ,0,1,0,0,1, 0 , 0 , 0 , 0 ,
2020/3/28,土,雨, 38 , 2 , 0 , 0 , 0 , 61 , 101 ,5, 0 ,1,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/29,日,雨のち晴れ, 110 , 2 , 0 , 0 , 4 , 18 , 134 ,0, 1 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/30,月,晴れ, 65 , 7 , 0 , 0 , 1 , 12 , 85 ,1, 0 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/3/31,火,晴れ, 41 , 0 , 0 , 0 , 3 , 4 , 48 ,0, 0 ,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/4/1,水,雨, 25 , 2 ,,,, 1 , 28 ,0,0,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/4/2,木,曇り, 40 , 3 ,,,,8, 51 ,0,0,0,0,1,0,1, 0 , 0 , 1 , 1 ,
2020/4/3,金,晴れ, 45 , 0 ,,,,12, 57 ,0,2,0,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/4/4,土,晴れ, 67 , 2 ,,,,18, 87 ,1,2,0,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/4/5,日,晴れ, 50 , 5 ,,,,9, 64 ,3,0,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/4/6,月,晴れ, 30 , 1 ,,,,13, 44 ,1,0,0,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/4/7,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/8,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/9,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/10,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/11,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/12,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/13,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/14,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/15,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/16,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/17,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/18,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/19,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/20,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/21,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/22,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/23,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/24,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/25,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/26,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/27,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/28,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/29,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/4/30,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/1,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/2,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/3,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/4,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/5,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/6,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/7,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/8,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/9,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/10,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/11,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/12,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/13,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/14,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/15,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/16,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/17,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/18,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/19,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/20,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/21,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,新型コロナウイルス流行拡大防止のため閉場
2020/5/22,金,曇り, 8 , 0 ,,,,2, 10 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/5/23,土,晴れ, 28 , 0 ,,,,14, 42 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/5/24,日,曇り, 45 , 0 ,,,,2, 47 , 2 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/5/25,月,晴れ, 15 , 0 ,,,,6, 21 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/5/26,火,, 15 , 0 ,,,,0, 15 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/5/27,水,, 25 , 0 ,,,,18, 43 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/5/28,木,晴れ, 28 , 1 ,,,,10, 39 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/5/29,金,晴れ, 20 , 0 ,,,,15, 35 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/5/30,土,晴れ, 31 , 0 ,,,,2, 33 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/5/31,日,雨, 40 , 0 ,,,,1, 41 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/1,月,曇り, 11 , 1 ,,,,1, 13 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/2,火,曇り, 18 , 0 ,,,,2, 20 , 0 , 0 , 2 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/3,水,晴れ, 35 , 0 ,,,,9, 44 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/4,木,晴れ, 27 , 0 ,,,,5, 32 , 0 , 1 , 1 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/5,金,晴れ, 31 , 0 ,,,,1, 32 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/6,土,曇り, 79 , 1 ,,,,10, 90 , 4 , 0 , 2 ,0,0,0,0, 0 , 0 , 0 , 0 ,時間外イベント：23名
2020/6/7,日,晴れ, 73 , 1 ,,,,8, 82 , 4 , 0 , 2 ,0,0,1,1, 0 , 0 , 0 , 0 ,
2020/6/8,月,晴れ, 29 , 0 ,,,,0, 29 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/6/9,火,晴れ, 33 , 0 ,,,,1, 34 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/10,水,雨, 15 , 0 ,,,,3, 18 , 1 , 0 , 1 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/11,木,雨, 14 , 0 ,,,,3, 17 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/12,金,雨, 11 , 0 ,,,,4, 15 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/13,土,雨, 19 , 0 ,,,,0, 19 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,時間外イベント：26名
2020/6/14,日,雨, 47 , 0 ,,,,8, 55 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/15,月,曇り, 23 , 0 ,,,,2, 25 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/16,火,曇り, 29 , 0 ,,,,5, 34 , 1 , 0 , 0 ,1,0,0,1, 0 , 0 , 1 , 1 ,
2020/6/17,水,晴れ, 29 , 1 ,,,,8, 38 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/6/18,木,雨, 22 , 0 ,,,,3, 25 , 0 , 0 , 0 ,0,0,1,1, 0 , 1 , 0 , 1 ,
2020/6/19,金,雨, 24 , 0 ,,,,11, 35 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/20,土,晴れ, 88 , 3 ,,,,7, 98 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/6/21,日,晴れ, 87 , 0 ,,,,13, 100 , 5 , 1 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/6/22,月,晴れ, 30 , 0 ,,,,2, 32 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/23,火,晴れ, 42 , 1 ,,,,19, 62 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/6/24,水,晴れ, 35 , 6 ,,,,5, 46 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/25,木,曇り, 35 , 0 ,,,,10, 45 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/26,金,曇り時々雨, 41 , 0 ,,,,4, 45 , 0 , 4 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/27,土,曇り時々晴れ, 61 , 0 ,,, 0 ,8, 69 , 1 , 4 , 0 ,0,0,1,1, 0 , 0 , 0 , 0 ,
2020/6/28,日,雨のち晴れ, 53 , 0 ,,, 1 ,64, 118 , 3 , 11 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/6/29,月,晴れ, 54 , 0 ,,, 0 ,3, 57 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/6/30,火,雨, 103 , 0 ,,, 0 ,0, 103 , 3 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/7/1,水,晴れ, 43 , 3 ,,, 0 ,6, 52 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/2,木,晴れ, 44 , 0 ,,, 2 ,6, 52 , 0 , 2 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/7/3,金,曇りのち雨, 47 , 0 ,,, 2 ,1, 50 , 5 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/4,土,雨, 48 , 0 ,,, 0 ,4, 52 , 0 , 1 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/7/5,日,晴れ, 94 , 1 ,,, 0 ,11, 106 , 2 , 4 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/7/6,月,雨, 15 , 0 ,,, 2 ,0, 17 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/7,火,雨, 29 , 0 ,,, 1 ,1, 31 , 2 , 1 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/8,水,雨, 15 , 0 ,,, 0 ,1, 16 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/9,木,曇りのち雨, 25 , 0 ,,, 2 ,0, 27 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/10,金,雨, 34 , 0 ,,, 1 ,0, 35 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/11,土,雨, 78 , 0 ,,, 0 ,2, 80 , 1 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/12,日,晴れ, 61 , 0 ,,, 3 ,5, 69 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/7/13,月,雨, 7 , 0 ,,, 3 ,1, 11 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/14,火,雨, 30 , 0 ,,, 0 ,1, 31 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/15,水,雨, 40 , 0 ,,, 1 ,5, 46 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/16,木,曇りのち晴れ, 39 , 0 ,,, 0 ,3, 42 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/17,金,曇りのち晴れ, 38 , 1 ,,, 0 ,0, 39 , 0 , 1 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/18,土,曇りのち晴れ, 93 , 0 ,,, 0 ,2, 95 , 3 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,時間外イベント52名様
2020/7/19,日,晴れ, 73 , 1 ,,, 0 ,7, 81 , 2 , 3 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/20,月,晴れ, 17 , 0 ,,, 1 ,0, 18 , 0 , 0 , 1 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/21,火,晴れ, 23 , 2 ,,, 2 ,5, 32 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/22,水,晴れ, 36 , 2 ,,, 0 ,3, 41 , 0 , 0 , 1 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/23,木,曇り, 82 , 6 ,,, 1 ,3, 92 , 1 , 0 , 1 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/24,金,雨, 106 , 4 ,,, 0 ,4, 114 , 2 , 6 , 1 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/25,土,雨, 88 , 1 ,,, 0 ,2, 91 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,時間外イベント47名様
2020/7/26,日,雨, 54 , 1 ,,, 11 ,4, 70 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/27,月,雨, 34 , 3 ,,, 2 ,8, 47 , 0 , 1 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/28,火,曇りのち雨, 18 , 2 ,,, 0 ,28, 48 , 5 , 5 , 2 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/29,水,曇り時々雨, 45 , 0 ,,, 0 ,3, 48 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/30,木,曇り時々雨, 28 , 0 ,,, 1 ,7, 36 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/7/31,金,晴れ, 22 , 0 ,,, 0 ,1, 23 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/1,土,晴れ, 60 , 0 ,,, 1 ,4, 65 , 0 , 0 , 2 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/2,日,曇り, 67 , 0 ,,, 2 ,1, 70 , 1 , 2 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/8/3,月,曇り, 20 , 0 ,,, 0 ,1, 21 , 2 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/4,火,晴れ, 32 , 0 ,,, 4 ,4, 40 , 2 , 4 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/5,水,晴れ, 29 , 2 ,,, 0 ,2, 33 , 2 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/6,木,晴れ, 47 , 0 ,,, 4 ,8, 59 , 1 , 0 , 2 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/7,金,曇り, 31 , 0 ,,, 1 ,4, 36 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/8,土,晴れ, 79 , 0 ,,, 0 ,10, 89 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/8/9,日,晴れ, 84 , 0 ,,, 7 ,9, 100 , 2 , 3 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/8/10,月,晴れ, 90 , 0 ,,, 1 ,2, 93 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/8/11,火,晴れ, 54 , 2 ,,, 0 ,1, 57 , 0 , 1 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/12,水,晴れのち雨, 34 , 0 ,,, 2 ,2, 38 , 2 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/13,木,晴れのち雨, 74 , 1 ,,, 0 ,2, 77 , 0 , 0 , 1 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/8/14,金,晴れ, 84 , 0 ,,, 0 ,13, 97 , 3 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/15,土,晴れ, 73 , 2 ,,, 2 ,5, 82 , 5 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/8/16,日,晴れ, 53 , 2 ,,, 0 ,19, 74 , 3 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/17,月,晴れ, 24 , 0 ,,, 0 ,6, 30 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/18,火,, 32 , 0 ,,, 0 ,2, 34 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/19,水,晴れ, 29 , 0 ,,, 1 ,7, 37 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/8/20,木,晴れ, 18 , 0 ,,, 0 ,0, 18 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/8/21,金,晴れ, 55 , 1 ,,, 0 ,5, 61 , 0 , 0 , 0 ,1,0,0,1, 0 , 0 , 1 , 1 ,
2020/8/22,土,晴れのち雨, 66 , 1 ,,, 0 ,7, 74 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/8/23,日,晴れ, 69 , 1 ,,, 5 ,5, 80 , 2 , 4 , 0 ,0,0,1,1, 0 , 0 , 0 , 0 ,
2020/8/24,月,晴れ, 29 , 0 ,,, 3 ,0, 32 , 2 , 4 , 1 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/8/25,火,晴れ, 24 , 0 ,,, 6 ,3, 33 , 1 , 1 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/26,水,晴れ, 40 , 2 ,,, 0 ,1, 43 , 0 , 0 , 0 ,0,1,0,1, 0 , 1 , 0 , 1 ,
2020/8/27,木,晴れ, 26 , 0 ,,, 0 ,1, 27 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/8/28,金,晴れ, 33 , 0 ,,, 0 ,24, 57 , 0 , 0 , 4 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/8/29,土,晴れ, 56 , 0 ,,, 3 ,18, 77 , 0 , 0 , 4 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/8/30,日,晴れ, 62 , 0 ,,, 6 ,9, 77 , 1 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/8/31,月,晴れ, 58 , 0 ,,, 4 ,5, 67 , 0 , 0 , 2 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/9/1,火,晴れ, 135 , 0 ,,, 1 ,0, 136 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,時間外イベント58名
2020/9/2,水,晴れ, 135 , 0 ,,, 0 ,0, 135 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,時間外イベント52名
2020/9/3,木,曇り, 135 , 0 ,,, 0 ,0, 135 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/9/4,金,曇りのち雨, 40 , 0 ,,, 2 ,3, 45 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/9/5,土,晴れ, 60 , 0 ,,, 0 ,5, 65 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/9/6,日,曇り, 87 , 0 ,,, 3 ,29, 119 , 2 , 1 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/9/7,月,晴れ, 27 , 0 ,,, 0 ,2, 29 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/9/8,火,晴れ, 49 , 2 ,,, 0 ,3, 54 , 0 , 3 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/9/9,水,晴れ, 22 , 0 ,,, 3 ,7, 32 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/9/10,木,曇り時々雨, 39 , 1 ,,, 1 ,0, 41 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/9/11,金,曇り時々雨, 27 , 2 ,,, 2 ,4, 35 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/9/12,土,晴れ, 110 , 2 ,,, 3 ,9, 124 , 0 , 0 , 0 ,0,0,1,1, 0 , 1 , 0 , 1 ,
