年月日,曜日,天候,入場者数(600円),入場者数(500円),入場者数(410円),入場者数(310円),入場者数(100円),入場者数(0円),入場者数(合計),英語,中国語,その他外国語,茶室利用者数(午前),茶室利用者数(午後),茶室利用者数(終日),茶室利用者数(合計),２階利用者数(午前),２階利用者数(午後),２階利用者数(終日),２階利用者数(合計),備考
2020/9/13,日,曇り, 74 , 2 ,,, 2 ,4, 82 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/9/14,月,晴れ, 53 , 0 ,,, 1 ,3, 57 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/9/15,火,晴れ, 88 , 0 ,,, 0 ,9, 97 , 0 , 1 , 0 ,0,0,0,0, 1 , 1 , 0 , 2 ,
2020/9/16,水,晴れ, 32 , 0 ,,, 2 ,6, 40 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/9/17,木,曇り, 43 , 0 ,,, 1 ,6, 50 , 0 , 1 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/9/18,金,曇り, 36 , 0 ,,, 3 ,4, 43 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/9/19,土,曇り, 98 , 2 ,,, 2 ,11, 113 , 3 , 0 , 1 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/9/20,日,晴れ, 124 , 0 ,,, 1 ,3, 128 , 3 , 0 , 1 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/9/21,月,晴れ, 135 , 2 ,,, 0 ,0, 137 , 0 , 3 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/9/22,火,晴れ, 116 , 6 ,,, 0 ,11, 133 , 0 , 3 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/9/23,水,晴れ, 85 , 1 ,,, 2 ,1, 89 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/9/24,木,曇り, 64 , 2 ,,, 0 ,3, 69 , 0 , 0 , 1 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/9/25,金,雨, 33 , 1 ,,, 1 ,2, 37 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/9/26,土,曇り, 84 , 6 ,,, 2 ,15, 107 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/9/27,日,晴れ, 90 , 4 ,,, 0 ,7, 101 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/9/28,月,晴れ, 67 , 1 ,,, 0 ,58, 126 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/9/29,火,晴れ, 63 , 2 ,,, 1 ,13, 79 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/9/30,水,晴れ, 36 , 2 ,,, 0 ,3, 41 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/10/1,木,晴れ, 56 , 3 ,,, 3 ,13, 75 , 0 , 2 , 2 ,0,0,1,1, 0 , 0 , 1 , 1 ,時間外イベント：25名
2020/10/2,金,晴れ, 107 , 0 ,,, 0 ,3, 110 , 0 , 0 , 3 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/10/3,土,曇り, 150 , 1 ,,, 0 ,17, 168 , 0 , 1 , 2 ,0,0,1,1, 0 , 0 , 1 , 1 ,時間外イベント：105名
2020/10/4,日,曇り, 123 , 1 ,,, 0 ,9, 133 , 5 , 1 , 4 ,1,0,0,1, 1 , 0 , 0 , 1 ,
2020/10/5,月,曇り, 64 , 0 ,,, 1 ,5, 70 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/10/6,火,曇り, 77 , 1 ,,, 6 ,9, 93 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/10/7,水,晴れ, 94 , 0 ,,, 0 ,25, 119 , 3 , 1 , 4 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/10/8,木,雨, 44 , 4 ,,, 0 ,5, 53 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/10/9,金,雨, 45 , 0 ,,, 0 ,0, 45 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/10/10,土,雨のち曇り, 82 , 1 ,,, 2 ,6, 91 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/10/11,日,晴れ, 118 , 1 ,,, 0 ,8, 127 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/10/12,月,晴れ, 55 , 0 ,,, 1 ,8, 64 , 0 , 2 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/10/13,火,晴れ, 63 , 0 ,,, 0 ,4, 67 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/10/14,水,晴れ, 72 , 0 ,,, 4 ,9, 85 , 1 , 2 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/10/15,木,晴れ, 48 , 4 ,,, 1 ,9, 62 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/10/16,金,晴れ, 69 , 3 ,,, 1 ,5, 78 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/10/17,土,雨, 125 , 2 ,,, 2 ,4, 133 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/10/18,日,晴れ, 133 , 1 ,,, 0 ,4, 138 , 0 , 0 , 0 ,0,1,0,1, 1 , 1 , 0 , 2 ,
2020/10/19,月,雨のち曇り, 105 , 0 ,,, 0 ,2, 107 , 0 , 0 , 0 ,0,0,0,0, 1 , 1 , 0 , 2 ,
2020/10/20,火,晴れ, 76 , 2 ,,, 3 ,9, 90 , 0 , 0 , 0 ,1,0,0,1, 0 , 1 , 0 , 1 ,
2020/10/21,水,晴れ, 83 , 0 ,,, 4 ,28, 115 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/10/22,木,雨のち曇り, 43 , 3 ,,, 3 ,8, 57 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/10/23,金,雨のち曇り, 56 , 2 ,,, 3 ,7, 68 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/10/24,土,晴れ, 156 , 2 ,,, 1 ,7, 166 , 0 , 2 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/10/25,日,晴れ, 153 , 1 ,,, 0 ,10, 164 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 0 , 0 ,
2020/10/26,月,晴れ, 81 , 0 ,,, 3 ,11, 95 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/10/27,火,晴れ, 61 , 0 ,,, 3 ,27, 91 , 2 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/10/28,水,晴れ, 80 , 1 ,,, 2 ,32, 115 , 1 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/10/29,木,晴れ, 84 , 1 ,,, 8 ,7, 100 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/10/30,金,晴れ, 90 , 2 ,,, 4 ,20, 116 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/10/31,土,晴れ, 134 , 2 ,,, 0 ,20, 156 , 2 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/11/1,日,曇り, 157 , 0 ,,, 7 ,10, 174 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/11/2,月,雨, 111 , 11 ,,, 3 ,18, 143 , 3 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/11/3,火,晴れ, 198 , 0 ,,, 0 ,3, 201 , 3 , 0 , 0 ,1,0,0,1, 1 , 1 , 0 , 2 ,
2020/11/4,水,晴れ, 102 , 0 ,,, 0 ,9, 111 , 1 , 4 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/11/5,木,晴れ, 68 , 4 ,,, 2 ,9, 83 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/11/6,金,晴れ, 78 , 1 ,,, 3 ,6, 88 , 2 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/11/7,土,雨, 108 , 0 ,,, 3 ,6, 117 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/11/8,日,晴れ, 131 , 1 ,,, 3 ,15, 150 , 2 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/11/9,月,晴れ, 84 , 2 ,,, 4 ,11, 101 , 3 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/11/10,火,晴れ, 97 , 4 ,,, 0 ,9, 110 , 4 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/11/11,水,晴れ, 110 , 4 ,,, 0 ,27, 141 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/11/12,木,晴れ, 139 , 2 ,,, 8 ,9, 158 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/11/13,金,晴れ, 141 , 2 ,,, 0 ,11, 154 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/11/14,土,晴れ, 149 , 6 ,,, 2 ,8, 165 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/11/15,日,晴れ, 167 , 8 ,,, 2 ,7, 184 , 0 , 0 , 0 ,1,1,0,2, 0 , 1 , 0 , 1 ,
2020/11/16,月,晴れ, 145 , 2 ,,, 12 ,9, 168 , 1 , 0 , 0 ,0,0,0,0, 1 , 1 , 0 , 2 ,
2020/11/17,火,晴れ, 135 , 4 ,,, 2 ,16, 157 , 2 , 1 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/11/18,水,晴れ, 155 , 2 ,,, 3 ,11, 171 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/11/19,木,晴れ, 164 , 3 ,,, 0 ,11, 178 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/11/20,金,雨, 144 , 2 ,,, 0 ,13, 159 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/11/21,土,晴れ, 166 , 0 ,,, 1 ,7, 174 , 0 , 0 , 0 ,0,0,1,1, 1 , 0 , 0 , 1 ,
2020/11/22,日,晴れ, 173 , 3 ,,, 7 ,9, 192 , 0 , 0 , 0 ,0,1,0,1, 0 , 0 , 1 , 1 ,
2020/11/23,月,晴れ, 178 , 3 ,,, 1 ,5, 187 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 0 , 0 ,
2020/11/24,火,晴れ, 166 , 0 ,,, 0 ,6, 172 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/11/25,水,晴れ, 172 , 0 ,,, 2 ,10, 184 , 0 , 1 , 0 ,0,1,0,1, 1 , 1 , 0 , 2 ,
2020/11/26,木,晴れ, 158 , 2 ,,, 2 ,8, 170 , 1 , 1 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/11/27,金,晴れ, 159 , 3 ,,, 0 ,17, 179 , 0 , 0 , 0 ,0,0,1,1, 0 , 1 , 0 , 1 ,
2020/11/28,土,曇り, 105 , 0 ,,, 1 ,81, 187 , 1 , 1 , 0 ,0,0,1,1, 0 , 1 , 0 , 1 ,
2020/11/29,日,晴れ, 176 , 0 ,,, 6 ,5, 187 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/11/30,月,晴れ, 153 , 6 ,,, 4 ,8, 171 , 1 , 2 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/12/1,火,晴れ, 128 , 1 ,,, 5 ,9, 143 , 0 , 2 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/12/2,水,晴れ, 109 , 3 ,,, 0 ,10, 122 , 0 , 0 , 0 ,0,0,0,0, 1 , 1 , 0 , 2 ,
2020/12/3,木,曇り, 104 , 2 ,,, 0 ,13, 119 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/12/4,金,晴れ, 92 , 1 ,,, 2 ,5, 100 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/12/5,土,晴れ, 143 , 0 ,,, 2 ,4, 149 , 0 , 0 , 0 ,0,0,1,1, 1 , 0 , 0 , 1 ,
2020/12/6,日,晴れ, 134 , 2 ,,, 2 ,7, 145 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/12/7,月,晴れ, 103 , 0 ,,, 4 ,15, 122 , 0 , 0 , 0 ,0,1,0,1, 0 , 1 , 0 , 1 ,
2020/12/8,火,晴れ, 90 , 5 ,,, 2 ,8, 105 , 0 , 0 , 0 ,1,0,0,1, 1 , 1 , 0 , 2 ,
2020/12/9,水,晴れ, 60 , 0 ,,, 0 ,3, 63 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/12/10,木,晴れ, 47 , 0 ,,, 1 ,13, 61 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/12/11,金,晴れ, 45 , 4 ,,, 2 ,6, 57 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/12/12,土,曇り, 97 , 4 ,,, 3 ,9, 113 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/12/13,日,曇り, 79 , 0 ,,, 2 ,12, 93 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/12/14,月,曇り, 30 , 3 ,,, 7 ,6, 46 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/12/15,火,曇り, 20 , 0 ,,, 1 ,1, 22 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/12/16,水,晴れ, 68 , 0 ,,, 3 ,9, 80 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/12/17,木,曇り, 59 , 1 ,,, 1 ,1, 62 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2020/12/18,金,晴れ, 71 , 1 ,,, 0 ,1, 73 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/12/19,土,晴れ, 74 , 0 ,,, 4 ,4, 82 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2020/12/20,日,晴れ, 56 , 0 ,,, 3 ,6, 65 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/12/21,月,晴れ, 39 , 4 ,,, 4 ,1, 48 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/12/22,火,晴れ, 27 , 0 ,,, 5 ,2, 34 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/12/23,水,晴れ, 28 , 0 ,,, 4 ,2, 34 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2020/12/24,木,雨, 23 , 1 ,,, 4 ,5, 33 , 1 , 1 , 0 ,0,1,0,1, 1 , 1 , 0 , 2 ,
2020/12/25,金,晴れ, 20 , 0 ,,, 5 ,1, 26 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/12/26,土,晴れ, 56 , 0 ,,, 5 ,0, 61 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2020/12/27,日,晴れ, 77 , 5 ,,, 1 ,9, 92 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/12/28,月,晴れ, 41 , 0 ,,, 2 ,72, 115 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2020/12/29,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,年末休場
2020/12/30,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,年末休場
2020/12/31,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,年末休場
2021/1/1,金,曇り, 72 , 0 ,,, 2 ,8, 82 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/2,土,晴れ, 79 , 0 ,,, 3 ,9, 91 , 0 , 2 , 2 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/3,日,晴れ, 80 , 1 ,,, 1 ,13, 95 , 2 , 0 , 2 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/4,月,晴れ, 38 , 0 ,,, 1 ,3, 42 , 0 , 1 , 0 ,1,0,0,1, 0 , 0 , 0 , 0 ,
2021/1/5,火,晴れ, 26 , 0 ,,, 1 ,8, 35 , 3 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/1/6,水,晴れ, 12 , 0 ,,, 0 ,2, 14 , 2 , 1 , 1 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/7,木,晴れ, 2 , 0 ,,, 0 ,4, 6 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/8,金,晴れ, 8 , 0 ,,, 0 ,3, 11 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/1/9,土,晴れ, 25 , 0 ,,, 0 ,4, 29 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/1/10,日,晴れ, 114 , 1 ,,, 2 ,4, 121 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/1/11,月,曇り, 76 , 0 ,,, 7 ,1, 84 , 0 , 0 , 2 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/1/12,火,曇り, 11 , 0 ,,, 0 ,3, 14 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/13,水,晴れ, 6 , 0 ,,, 2 ,1, 9 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/14,木,晴れ, 12 , 0 ,,, 1 ,6, 19 , 2 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/15,金,晴れ, 33 , 0 ,,, 2 ,0, 35 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/16,土,雨, 30 , 0 ,,, 1 ,34, 65 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/17,日,曇り, 24 , 0 ,,, 0 ,9, 33 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/1/18,月,晴れ, 18 , 0 ,,, 3 ,1, 22 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/1/19,火,曇りときどき雪, 11 , 0 ,,, 0 ,3, 14 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2021/1/20,水,晴れ, 6 , 0 ,,, 1 ,6, 13 , 0 , 0 , 1 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/21,木,晴れ, 6 , 0 ,,, 4 ,3, 13 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/22,金,雨, 12 , 0 ,,, 2 ,2, 16 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/23,土,雨, 30 , 0 ,,, 0 ,0, 30 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/1/24,日,雨, 11 , 0 ,,, 4 ,5, 20 , 0 , 0 , 0 ,1,0,0,1, 1 , 0 , 0 , 1 ,
2021/1/25,月,晴れ, 9 , 0 ,,, 4 ,3, 16 , 2 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/26,火,晴れ, 8 , 0 ,,, 0 ,2, 10 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/27,水,晴れ, 9 , 0 ,,, 3 ,0, 12 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/28,木,晴れ, 6 , 0 ,,, 0 ,19, 25 , 1 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/29,金,晴れ, 8 , 0 ,,, 1 ,3, 12 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/30,土,晴れ, 20 , 0 ,,, 7 ,4, 31 , 0 , 0 , 2 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/1/31,日,晴れ, 44 , 0 ,,, 2 ,8, 54 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2021/2/1,月,, 27 , 0 ,,, 2 ,0, 29 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/2,火,晴れ, 9 , 0 ,,, 1 ,5, 15 , 0 , 0 , 0 ,0,1,0,1, 0 , 0 , 0 , 0 ,
2021/2/3,水,晴れ, 12 , 0 ,,,,4, 16 , 3 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/4,木,晴れ, 17 , 0 ,,,,6, 23 , 0 , 0 , 1 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/5,金,晴れ, 15 , 2 ,,,,5, 22 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/6,土,晴れ, 53 , 2 ,,, 1 ,13, 69 , 1 , 4 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/7,日,曇り, 54 , 0 ,,, 1 ,7, 62 , 0 , 2 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2021/2/8,月,晴れ, 10 , 0 ,,, 2 ,0, 12 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/9,火,雪, 15 , 0 ,,, 1 ,6, 22 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/10,水,晴れ, 14 , 0 ,,, 20 ,10, 44 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/11,木,晴れ, 39 , 0 ,,, 2 ,5, 46 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/12,金,晴れ, 43 , 1 ,,, 1 ,4, 49 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 0 , 0 ,
2021/2/13,土,晴れ, 37 , 1 ,,, 2 ,18, 58 , 1 , 10 , 2 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/14,日,晴れ, 45 , 0 ,,, 1 ,7, 53 , 0 , 2 , 0 ,0,0,0,0, 1 , 1 , 0 , 2 ,
2021/2/15,月,雨, 20 , 1 ,,, 1 ,3, 25 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/2/16,火,曇り, 20 , 0 ,,, 0 ,3, 23 , 1 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2021/2/17,水,雪, 11 , 1 ,,, 0 ,1, 13 , 1 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/2/18,木,雪, 14 , 0 ,,, 0 ,13, 27 , 0 , 3 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/19,金,晴れ, 13 , 0 ,,, 0 ,7, 20 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/20,土,晴れ, 65 , 2 ,,, 0 ,9, 76 , 3 , 5 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/2/21,日,晴れ, 53 , 0 ,,, 3 ,9, 65 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/22,月,晴れ, 38 , 1 ,,, 1 ,4, 44 , 0 , 0 , 0 ,0,1,0,1, 0 , 1 , 0 , 1 ,
2021/2/23,火,曇り, 53 , 1 ,,, 0 ,9, 63 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/2/24,水,晴れ, 20 , 0 ,,, 1 ,7, 28 , 1 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2021/2/25,木,晴れ, 29 , 0 ,,, 0 ,2, 31 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/26,金,雨のち曇り, 20 , 0 ,,, 1 ,9, 30 , 0 , 2 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2021/2/27,土,晴れ, 49 , 0 ,,, 0 ,7, 56 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/2/28,日,晴れ, 47 , 8 ,,, 1 ,50, 106 , 0 , 2 , 0 ,1,0,0,1, 1 , 1 , 0 , 2 ,
2021/3/1,月,晴れ, 29 , 4 ,,, 0 ,3, 36 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/2,火,雨, 18 , 0 ,,, 0 ,0, 18 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/3,水,晴れ, 48 , 2 ,,, 0 ,4, 54 , 0 , 4 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/4,木,晴れ, 22 , 0 ,,, 0 ,4, 26 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/5,金,雨, 11 , 0 ,,, 0 ,2, 13 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/6,土,曇り, 58 , 0 ,,, 0 ,2, 60 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/7,日,晴れ, 65 , 0 ,,, 1 ,7, 73 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2021/3/8,月,晴れ, 34 , 0 ,,, 0 ,5, 39 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/3/9,火,晴れ, 47 , 2 ,,, 0 ,1, 50 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/10,水,晴れ, 61 , 7 ,,, 4 ,6, 78 , 0 , 5 , 0 ,0,0,1,1, 0 , 0 , 0 , 0 ,
2021/3/11,木,晴れ, 52 , 0 ,,, 0 ,6, 58 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 0 , 0 ,
2021/3/12,金,雨, 17 , 0 ,,, 0 ,3, 20 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/13,土,雨のち曇り, 73 , 2 ,,, 0 ,4, 79 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/3/14,日,晴れ, 86 , 1 ,,, 0 ,8, 95 , 0 , 0 , 0 ,1,0,0,1, 1 , 0 , 0 , 1 ,
2021/3/15,月,晴れ, 46 , 0 ,,, 2 ,2, 50 , 1 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/3/16,火,雨, 37 , 2 ,,, 0 ,3, 42 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/17,水,晴れ, 60 , 0 ,,, 3 ,2, 65 , 1 , 0 , 0 ,0,1,0,1, 0 , 1 , 0 , 1 ,
